 ,degrees East,,,,,,,,,,,,,,,chro.meth [1=U-Th; 2=Wood/Tephra; 3=Plk 14C; 3.1=Plk+R 4=Match; 5=Plateau; 6=other],,,,,,,,,,,per mil,per mil,yr BP,yr BP,,,1=Atlantic; 2=Pacific; 3=Indian; 4=Southern,,,1= value is >3 sigma the binned mean value and not used in estimating basin average.,sorting (0=using for Rafter et al. 2022; 1=Not using for Holocene comparison (see note); 1.1=Not using for global dataset (not representative of basin average; see note); 1.2=Not using for global dataset (fails first dataset pre-treatment),sedimentation rate for deepest depth is assumed to be same as next shallower,chosen from closest GLODAP measurement and/or OCIM estimated value,"error is as reported from closest GLODAP measurement and/or OCIM or (if not) is ""5""", calculated from D14C, calculated from D14C.err,1=Zhao et al. 2018; 2=Skinner et al. 2017; 3=Rafter et al. 2022,,,,bias corrected 14C ventilation age,bias corrected 14C ventilation age error
latitude,longitude,water.depth,cal.age,cal.age.err,depth.dated.top,depth.date.bottom,depth.dated.mid,station,proxy.14C.age,proxy.14c.age.err,ams.ID.benthic,proxy.D14C,proxy.D14C.err,site.name,ref.,chro.meth,chro.meth.details,planktic.species,planktic.14C.age,planktic.14C.age.err,ams.ID.planktic,planktic.D14C,planktic.D14C.err,Delta.R,Delta.R.err,calib.method ,atmos.D14C,atmos.D14C.err,atmos.14C.age,atmos.14C.age.err,D14C.bias.correct,D14C.bias.correct.err,separate.the.basins,neutral.density,simple count,threesigma1,sort,sed.rate,DIC.D14C,DIC.D14C.err,DIC.D14C.age,DIC.D14C.age.err,comp.sort,unique sites,DELTA14Cage.atmos.RAW,DELTA14Cage.atmos.RAW.err,DELTA14Cage.atmos,DELTA14Cage.atmoserr
-44.1,-14.2,3770,40654,200,407.5,407.5,407.5,190,37364,830,Belfast,305.1408381,166.8782071,MD07-3076,Gottschalk et al. (2016),4,-999,-999,35879,680,-999,570.153522,138.7026043,0,0,2,652.5,26,35475,126,311,167,4,28.22,1617,0,0,21.3,-159,5,1391,40,3,183,1889,840,1835,840
37.8,-10.2,3146,258,130,2,2,2,191,1300,40,ANU,-122.4523492,18.17059943,MD99-2334K,Skinner et al. (2010),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,14,1.2,141,9,-142,18,1,28.1,1618,0,0,25.3,-100,5,846,40,1,184,1159,41,1335,41
37.8,-10.2,3146,1113,244,23.6,23.6,23.6,191,2470,60,ANU,-158.73618,31.12050267,MD99-2334K,Skinner et al. (2014),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,-13.4,1.8,1196,15,-178,31,1,28.1,1619,0,0,10.6,-100,5,846,40,1,184,1274,62,1450,62
37.8,-10.2,3146,3286,112,46.6,46.6,46.6,191,4390,40,ANU,-138.4409937,15.96327587,MD99-2334K,Skinner et al. (2014),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,15.5,2,3074,16,-158,16,1,28.1,1620,1,0,9.1,-100,5,846,40,1,184,1316,43,1492,43
37.8,-10.2,3146,8443,216,93.4,93.4,93.4,191,8630,50,ANU,-51.64746388,30.68674145,MD99-2334K,Skinner et al. (2014),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,66.3,2.7,7695,20,-71,31,1,28.1,1621,1,0,5.6,-100,5,846,40,1,184,935,54,1111,54
37.8,-10.2,3146,11257,199,109.2,109.2,109.2,191,11470,70,ANU,-64.03866547,30.69161205,MD99-2334K,Skinner et al. (2010),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,140,2.7,9888,19,-84,31,1,28.1,1622,0,0,11.6,-100,5,846,40,1,184,1582,73,1758,73
37.8,-10.2,3146,11764,226,115.1,115.1,115.1,191,11800,150,Gif-sur-Yvette,-44.8945093,43.96046556,MD99-2334K,Skinner and Shackleton (2004),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,173.8,3.8,10149,26,-64,44,1,28.1,1623,0,0,24.2,-100,5,846,40,1,184,1651,152,1827,152
37.8,-10.2,3146,11983,219,120.4,120.4,120.4,191,12180,70,ANU,-64.56861639,32.93859169,MD99-2334K,Skinner et al. (2014),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,184.8,2.6,10289,18,-84,33,1,28.1,1624,0,0,12.7,-100,5,846,40,1,184,1891,72,2067,72
37.8,-10.2,3146,12322,208,124.7,124.7,124.7,191,12280,80,ANU,-37.46968917,33.81023894,MD99-2334K,Skinner et al. (2014),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,217,4,10403,27,-57,34,1,28.1,1625,0,0,21.4,-100,5,846,40,1,184,1877,84,2053,84
37.8,-10.2,3146,12476,189,128,128,128,191,12290,60,ANU,-20.59134759,29.7111664,MD99-2334K,Skinner et al. (2014),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,230,4,10464,26,-40,30,1,28.1,1626,0,0,20.5,-100,5,846,40,1,184,1826,65,2002,65
37.8,-10.2,3146,12642,236,131.4,131.4,131.4,191,11990,100,ANU,37.29823104,42.53687201,MD99-2334K,Skinner et al. (2014),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,236.7,2.7,10585,17,18,43,1,28.1,1627,0,0,14.3,-100,5,846,40,1,184,1405,101,1581,101
37.8,-10.2,3146,13852,345,148.7,148.7,148.7,191,13230,150,Gif-sur-Yvette,29.03481741,62.19682275,MD99-2334K,Skinner and Shackleton (2004),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,196.8,4.2,12025,28,10,62,1,28.1,1628,0,0,28.1,-100,5,846,40,1,184,1205,153,1381,153
37.8,-10.2,3146,13916,338,150.5,150.5,150.5,191,13290,130,Gif-sur-Yvette,29.31519939,58.7735629,MD99-2334K,Skinner and Shackleton (2004),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,201.5,4.5,12051,30,10,59,1,28.1,1629,0,0,15.9,-100,5,846,40,1,184,1239,133,1415,133
37.8,-10.2,3146,14726,362,163.4,163.4,163.4,191,14670,80,ANU,-43.92385002,51.41142475,MD99-2334K,Skinner et al. (2014),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,270.6,7.5,12389,48,-63,51,1,28.1,1630,0,0,22.2,-100,5,846,40,1,184,2281,93,2457,93
37.8,-10.2,3146,15135,411,172.5,172.5,172.5,191,15220,140,Gif-sur-Yvette,-61.911959,63.03417715,MD99-2334K,Skinner and Shackleton (2004),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,285,6.2,12697,39,-81,63,1,28.1,1631,0,0,56,-100,5,846,40,1,184,2523,145,2699,145
37.8,-10.2,3146,15369,417,185.6,185.6,185.6,191,15940,150,Gif-sur-Yvette,-117.7117293,61.02746154,MD99-2334K,Skinner and Shackleton (2004),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,289.6,6.5,12892,40,-137,61,1,28.1,1632,0,0,74.2,-100,5,846,40,1,184,3048,155,3224,155
37.8,-10.2,3146,15586,462,201.7,201.7,201.7,191,15920,90,ANU,-91.98807521,60.96298122,MD99-2334K,Skinner et al. (2014),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,306.2,6.6,13003,41,-111,61,1,28.1,1633,0,0,54.4,-100,5,846,40,1,184,2917,99,3093,99
37.8,-10.2,3146,16134,525,231.5,231.5,231.5,191,16650,90,ANU,-114.0415785,66.2509126,MD99-2334K,Skinner et al. (2014),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,329,5.5,13398,33,-134,66,1,28.1,1634,0,0,19.4,-100,5,846,40,1,184,3252,96,3428,96
37.8,-10.2,3146,16603,521,240.6,240.6,240.6,191,17100,120,ANU,-113.409965,69.18862281,MD99-2334K,Skinner et al. (2010),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,349.3,7.1,13733,43,-133,69,1,28.1,1635,0,0,16.5,-100,5,846,40,1,184,3367,127,3543,127
37.8,-10.2,3146,17574,452,256.6,256.6,256.6,191,17620,100,ANU,-65.4130682,62.78020525,MD99-2334K,Skinner et al. (2014),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,385.3,6.6,14464,38,-85,63,1,28.1,1636,0,0,25.6,-100,5,846,40,1,184,3156,107,3332,107
37.8,-10.2,3146,18745,349,286.6,286.6,286.6,191,19030,120,ANU,-96.54508691,51.66455795,MD99-2334K,Skinner et al. (2014),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,418.2,6,15413,34,-116,52,1,28.1,1637,0,0,15.3,-100,5,846,40,2,184,3617,125,3793,125
37.8,-10.2,3146,20049,365,306.6,306.6,306.6,191,20260,130,ANU,-92.3640203,54.79516592,MD99-2334K,Skinner et al. (2014),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,433.8,8,16588,45,-112,55,1,28.1,1638,0,0,9.7,-100,5,846,40,2,184,3672,138,3848,138
37.8,-10.2,3146,20689,379,312.8,312.8,312.8,191,20370,180,Gif-sur-Yvette,-32.64444774,66.07570274,MD99-2334K,Skinner and Shackleton (2004),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,448.4,7.3,17129,41,-52,66,1,28.1,1639,0,0,12.5,-100,5,846,40,2,184,3241,185,3417,185
37.8,-10.2,3146,23172,260,343.8,343.8,343.8,191,22040,200,ANU,61.06082228,59.81992038,MD99-2334K,Skinner et al. (2014),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,491.8,8.4,19311,45,42,60,1,28.1,1640,0,0,8.4,-100,5,846,40,1,184,2729,205,2905,205
37.8,-10.2,3146,24358,346,353.8,353.8,353.8,191,22760,120,ANU,119.7448709,63.6262139,MD99-2334K,Skinner et al. (2014),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,512.3,12.1,20348,64,100,64,1,28.1,1641,0,0,17.5,-100,5,846,40,1,184,2412,136,2588,136
37.8,-10.2,3146,25136,277,367.4,367.4,367.4,191,23570,130,ANU,112.239905,55.28989976,MD99-2334K,Skinner et al. (2014),4,-999,-999,-999,-999,-999,-999,-999,0,0,2,565.4,10.1,20829,52,93,55,1,28.1,1642,0,0,17.5,-100,5,846,40,1,184,2741,140,2917,140
-40.4,178,2314,7027,170,272,272,272,192,8231,21,ANU,-160.2426329,19.46555781,MD97-2121,Skinner et al. (2015),2,-999,-999,6884,15,-999,-6.934813582,1.856080427,0,0,2,83.6,2.5,6186,19,-122,19,4,28.1,1643,0,0,31.3,-192,5,1713,40,2,185,2045,28,1669,28
-40.4,178,2314,9296,220,343,343,343,192,9677,21,ANU,-77.05442115,26.97789063,MD97-2121,Skinner et al. (2015),2,-999,-999,8812,18,-999,27.87730752,2.305805556,0,0,2,95.7,3.4,8303,25,-38,27,4,28.1,1644,0,0,34.8,-192,5,1713,40,2,185,1374,33,998,33
-40.4,178,2314,11195,51,409,409,409,192,11395,26,ANU,-62.31792178,8.819737852,MD97-2121,Skinner et al. (2015),2,-999,-999,10552,19,-999,41.43314705,2.46615823,0,0,2,150.1,3,9759,21,-24,9,4,28.1,1645,0,0,36.4,-192,5,1713,40,2,185,1636,33,1260,33
-40.4,178,2314,13998,110,511,511,511,192,13695,24,ANU,-11.53727794,16.10631987,MD97-2121,Skinner et al. (2015),2,-999,-999,12839,23,-999,99.6105696,3.152904793,0,0,2,216.5,5.9,12030,39,27,16,4,28.1,1646,0,0,40.9,-192,5,1713,40,2,185,1665,46,1289,46
-40.4,178,2314,17906,147,671,671,671,192,17207,31,ANU,24.21038662,22.16628024,MD97-2121,Skinner et al. (2015),2,-999,-999,15986,28,-999,192.342631,4.163307121,0,0,2,412.9,8.1,14627,46,63,22,4,28.1,1647,0,0,40.7,-192,5,1713,40,2,185,2580,55,2204,55
-40.4,178,2314,25650,40,986,986,986,192,23974,49,ANU,125.5347809,12.31174197,MD97-2121,Skinner et al. (2015),2,-999,-999,22322,43,-999,382.5228334,7.420375648,0,0,2,587,10.8,21204,54,164,12,4,28.1,1648,0,0,40.7,-192,5,1713,40,2,185,2770,73,2394,73
-27.5,-46.5,1268,6581,116.75,40.5,40.5,40.5,193,7325,25,KCCAMS,-109.3528558,15.35068647,KNR159-5 36GGC,Sortor and Lund (2011),3,-999,-999,6395,20,-999,-0.034512897,2.492745781,0,0,2,81.8,2.5,5772,18,-79,22,1,27.64,1649,0,0,6.9,-136.5,5,1179,40,1,186,1553,31,1273,31
-27.5,-46.5,1268,8040,116,50.5,50.5,50.5,193,8150,30,KCCAMS,-41.15274294,17.0360518,KNR159-5 36GGC,Sortor and Lund (2011),3,-999,-999,7825,15,-999,-1.564155062,1.866118412,0,0,2,66,3.5,7299,26,-11,24,1,27.64,1650,0,0,9.7,-136.5,5,1179,40,1,186,851,40,571,40
-27.5,-46.5,1268,8764,114.125,57.5,57.5,57.5,193,9745,40,KCCAMS,-141.87228,16.12031652,KNR159-5 36GGC,Sortor and Lund (2011),3,-999,-999,8445,20,-999,8.869208812,2.514941261,0,0,2,74.9,3,7942,22,-111,23,1,27.64,1651,0,0,4.1,-136.5,5,1179,40,1,186,1803,46,1523,46
-27.5,-46.5,1268,9492.5,102.625,60.5,60.5,60.5,193,10160,45,KCCAMS,-110.0079784,16.03470209,KNR159-5 36GGC,Sortor and Lund (2011),3,-999,-999,9115,20,-999,13.63776201,2.526828463,0,0,2,95.6,3.1,8498,23,-79,23,1,27.64,1652,0,0,8,-136.5,5,1179,40,1,186,1662,51,1382,51
-27.5,-46.5,1268,10117.5,269,65.5,65.5,65.5,193,10420,40,KCCAMS,-70.68495852,34.8746592,KNR159-5 36GGC,Sortor and Lund (2011),3,-999,-999,9425,20,-999,51.85637783,2.622101044,0,0,2,125.1,3.1,8887,22,-40,38,1,27.64,1653,0,0,3.4,-136.5,5,1179,40,1,186,1533,46,1253,46
-27.5,-46.5,1268,10706.5,220.75,67.5,67.5,67.5,193,11480,70,KCCAMS,-125.4239588,30.98099162,KNR159-5 36GGC,Sortor and Lund (2011),3,-999,-999,10425,25,-999,-2.679188617,3.108659077,0,0,2,122.7,3.2,9477,23,-95,35,1,27.64,1654,0,0,2.8,-136.5,5,1179,40,1,186,2003,74,1723,74
-27.5,-46.5,1268,11764,162.75,70.5,70.5,70.5,193,11590,70,KCCAMS,-19.59675706,27.84794125,KNR159-5 36GGC,Sortor and Lund (2011),3,-999,-999,10705,30,-999,94.58930276,4.095490253,0,0,2,173.8,3.8,10149,26,11,32,1,27.64,1655,0,0,9.8,-136.5,5,1179,40,1,186,1441,75,1161,75
-27.5,-46.5,1268,12782.5,110.375,80.5,80.5,80.5,193,12385,40,KCCAMS,4.452478686,18.41338426,KNR159-5 36GGC,Sortor and Lund (2011),3,-999,-999,11485,30,-999,123.5355335,4.203794806,0,0,2,207.5,2.8,10913,19,35,25,1,27.64,1656,0,0,14,-136.5,5,1179,40,1,186,1472,44,1192,44
-27.5,-46.5,1268,13854.5,180,95.5,95.5,95.5,193,13670,35,KCCAMS,-25.51909746,25.46641791,KNR159-5 36GGC,Sortor and Lund (2011),3,-999,-999,12275,30,-999,159.2906398,4.337575292,0,0,2,196.8,4.2,12025,28,5,30,1,27.64,1657,0,0,32.8,-136.5,5,1179,40,1,186,1645,45,1365,45
-27.5,-46.5,1268,13549.5,189.5,85.5,85.5,85.5,193,13340,30,KCCAMS,-21.43052027,26.08887252,KNR159-5 36GGC,Sortor and Lund (2011),3,-999,-999,12460,30,-999,91.86214196,4.08528637,0,0,2,200.2,4.1,11701,27,9,31,1,27.64,1658,0,0,23.1,-136.5,5,1179,40,1,186,1639,40,1359,40
-27.5,-46.5,1268,14198,178.75,100.5,100.5,100.5,193,13885,50,KCCAMS,-11.00322629,27.54359537,KNR159-5 36GGC,Sortor and Lund (2011),3,-999,-999,12710,30,-999,144.7742088,4.283260947,0,0,2,204.7,3.2,12302,21,20,32,1,27.64,1659,0,0,5.9,-136.5,5,1179,40,1,186,1583,54,1303,54
-27.5,-46.5,1268,15040,136.125,105.5,105.5,105.5,193,13915,35,KCCAMS,90.95332872,22.71866891,KNR159-5 36GGC,Sortor and Lund (2011),3,-999,-999,13295,35,-999,178.4895231,5.145913282,0,0,2,281.6,5.7,12622,35,122,28,1,27.64,1660,0,0,15.3,-136.5,5,1179,40,1,186,1293,49,1013,49
-27.5,-46.5,1268,15366.5,90.375,110.5,110.5,110.5,193,14390,45,KCCAMS,69.73956157,17.68778463,KNR159-5 36GGC,Sortor and Lund (2011),3,-999,-999,13465,35,-999,200.2924371,5.241116424,0,0,2,289.6,6.5,12892,40,100,24,1,27.64,1661,0,0,15.3,-136.5,5,1179,40,1,186,1498,60,1218,60
-27.5,-46.5,1268,15366.5,90.375,110.5,110.5,110.5,193,14255,45,KCCAMS,87.86917216,17.98755166,KNR159-5 36GGC,Sortor and Lund (2011),3,-999,-999,13465,35,-999,200.2924371,5.241116424,0,0,2,289.6,6.5,12892,40,118,24,1,27.64,1662,0,0,26.2,-136.5,5,1179,40,1,186,1363,60,1083,60
-27.5,-46.5,1268,15557.5,100.125,115.5,115.5,115.5,193,14360,30,KCCAMS,98.83850823,17.41292545,KNR159-5 36GGC,Sortor and Lund (2011),3,-999,-999,13630,30,-999,203.3734973,4.502514702,0,0,2,305.7,7.3,12977,45,129,24,1,27.64,1663,0,0,32.4,-136.5,5,1179,40,1,186,1383,54,1103,54
-27.5,-46.5,1268,15866.5,114,125.5,125.5,125.5,193,14900,35,KCCAMS,66.52802817,19.35512647,KNR159-5 36GGC,Sortor and Lund (2011),3,-999,-999,13765,35,-999,228.3855041,5.363785725,0,0,2,313.9,6.5,13228,39,97,25,1,27.64,1664,0,0,23,-136.5,5,1179,40,1,186,1672,52,1392,52
-27.5,-46.5,1268,16084,120.875,130.5,130.5,130.5,193,15080,40,KCCAMS,70.6975943,20.98792246,KNR159-5 36GGC,Sortor and Lund (2011),3,-999,-999,13955,35,-999,231.6536511,5.378056196,0,0,2,325.1,5.5,13373,33,101,27,1,27.64,1665,0,0,10.9,-136.5,5,1179,40,1,186,1707,52,1427,52
-27.5,-46.5,1268,16450.5,141.875,134.5,134.5,134.5,193,15710,90,KCCAMS,34.80892113,29.35669577,KNR159-5 36GGC,Sortor and Lund (2011),3,-999,-999,14340,70,-999,227.2345296,10.74091912,0,0,2,341.9,6.2,13632,37,65,34,1,27.64,1666,0,0,10.4,-136.5,5,1179,40,1,186,2078,97,1798,97
-27.5,-46.5,1268,17606.5,182.375,146.5,146.5,146.5,193,15890,90,KCCAMS,163.7438848,38.71836622,KNR159-5 36GGC,Sortor and Lund (2011),3,-999,-999,15240,90,-999,261.8242804,14.21669888,0,0,2,390.4,7.3,14464,42,194,42,1,27.64,1667,0,0,13.1,-136.5,5,1179,40,1,186,1426,99,1146,99
-27.5,-46.5,1268,17912.5,145.25,150.5,150.5,150.5,193,16390,55,KCCAMS,134.7515006,27.70954153,KNR159-5 36GGC,Sortor and Lund (2011),3,-999,-999,15500,70,-999,267.703079,11.09510522,0,0,2,413.1,7.8,14635,44,165,32,1,27.64,1668,0,0,13.5,-136.5,5,1179,40,2,186,1755,70,1475,70
-27.5,-46.5,1268,20131.5,194.625,180.5,180.5,180.5,193,18000,40,KCCAMS,214.5905533,34.64707543,KNR159-5 36GGC,Sortor and Lund (2011),3,-999,-999,17510,60,-999,290.984891,9.678711983,0,0,2,437.3,7.8,16656,43,245,38,1,27.64,1669,0,0,4.3,-136.5,5,1179,40,2,186,1344,59,1064,59
-27.5,-46.5,1268,20597,156.75,182.5,182.5,182.5,193,18380,100,KCCAMS,225.5753078,38.50113351,KNR159-5 36GGC,Sortor and Lund (2011),3,-999,-999,17590,80,-999,352.2294874,13.53402483,0,0,2,436.6,7.9,17107,44,256,42,1,27.64,1670,0,0,3.4,-136.5,5,1179,40,2,186,1273,109,993,109
-27.5,-46.5,1268,21488,253,185.5,185.5,185.5,193,19320,60,KCCAMS,214.3038885,46.24311211,KNR159-5 36GGC,Sortor and Lund (2011),3,-999,-999,18780,70,-999,298.7388623,11.3667345,0,0,2,466.6,8.9,17806,49,245,49,1,27.64,1671,0,0,6.2,-136.5,5,1179,40,2,186,1514,77,1234,77
-27.5,-46.5,1268,22301,175,190.5,190.5,190.5,193,20110,60,KCCAMS,214.3020417,34.77955992,KNR159-5 36GGC,Sortor and Lund (2011),3,-999,-999,19340,60,-999,336.4596431,10.01964318,0,0,2,514.5,8.6,18344,46,245,38,1,27.64,1672,0,0,6.2,-136.5,5,1179,40,2,186,1766,76,1486,76
-1.2,-89.68333333,617,1277,102.25,12,12,12,194,3070,20,KCCAMS,-203.6400177,11.83289752,VM21-30,Stott et al. (2009),3,-999,-999,1875,15,-999,-75.90703131,1.727168463,0,0,2,-9.2,1.6,1318,13,-284,29,2,27.1,1673,0,0,6.7,-132,5,1137,40,1,187,1752,24,2536,24
-1.2,-89.68333333,617,3507,105.5,27,27,27,194,4790,20,KCCAMS,-158.0827412,12.84084063,VM21-30,Stott et al. (2009),3,-999,-999,3755,20,-999,-42.30892009,2.387362793,0,0,2,11.8,1.4,3316,11,-239,30,2,27.1,1674,0,0,12.7,-132,5,1137,40,1,187,1474,23,2258,23
-1.2,-89.68333333,617,6580,107.25,66,66,66,194,7545,20,KCCAMS,-133.5188667,13.39892917,VM21-30,Stott et al. (2009),3,-999,-999,6335,20,-999,7.340523758,2.511130507,0,0,2,78.2,2.4,5789,18,-214,30,2,27.1,1675,0,0,17,-132,5,1137,40,1,187,1756,27,2540,27
-1.2,-89.68333333,617,8989,125.5,107,107,107,194,11850,280,KCCAMS/NOSAMS,-321.4721516,33.96570625,VM21-30,Stott et al. (2009),3,-999,-999,8590,45,-999,18.15911896,5.71962302,0,0,2,93.7,3,8016,22,-402,43,2,27.1,1676,0,0,27.5,-132,5,1137,40,1,187,3834,281,4618,281
-1.2,-89.68333333,617,9244,104.75,114,114,114,194,11750,230,KCCAMS/NOSAMS,-291.4506562,29.27336021,VM21-30,Stott et al. (2009),3,-999,-999,8690,55,-999,37.06342821,7.124884762,0,0,2,99.8,4.3,8224,31,-372,40,2,27.1,1677,0,0,15.2,-132,5,1137,40,1,187,3526,232,4310,232
-1.2,-89.68333333,617,10884,122.75,139,139,139,194,15350,360,NOSAMS,-448.0555406,32.95038483,VM21-30,Stott et al. (2009),3,-999,-999,10050,50,-999,67.66130418,6.666195345,0,0,2,126.9,3.2,9622,23,-529,42,2,27.1,1678,0,0,14.4,-132,5,1137,40,1,187,5728,361,6512,361
-1.2,-89.68333333,617,11162,126.25,143,143,143,194,16550,390,NOSAMS,-508.3872521,31.39666551,VM21-30,Stott et al. (2009),3,-999,-999,10150,55,-999,90.51448155,7.492106849,0,0,2,157.4,3.4,9680,24,-589,41,2,27.1,1679,0,0,8.3,-132,5,1137,40,1,187,6870,391,7654,391
-1.2,-89.68333333,617,12009,167.25,150,150,150,194,17460,170,KCCAMS,-513.6813118,20.1363,VM21-30,Stott et al. (2009),3,-999,-999,10810,45,-999,112.8719841,6.25168316,0,0,2,182.7,2.6,10322,18,-594,33,2,27.1,1680,0,0,16.9,-132,5,1137,40,1,187,7138,171,7922,171
-1.2,-89.68333333,617,13190,216.25,170,170,170,194,19730,150,KCCAMS,-577.0994905,18.96548596,VM21-30,Stott et al. (2009),3,-999,-999,12680,70,-999,17.15696613,8.902292462,0,0,2,199.5,3.5,11355,23,-658,33,2,27.1,1681,0,0,42.9,-132,5,1137,40,1,187,8375,152,9159,152
-1.2,-89.68333333,617,13353,176,177,177,177,194,21100,560,NOSAMS/KCCAMS,-636.3079837,33.14236436,VM21-30,Stott et al. (2009),3,-999,-999,12000,130,-999,129.0529791,18.42038879,0,0,2,199.8,4,11519,27,-717,43,2,27.1,1682,0,0,64.3,-132,5,1137,40,1,187,9581,561,10365,561
-1.2,-89.68333333,617,13423,171,181.5,181.5,181.5,194,18650,380,NOSAMS,-502.4148442,33.85664461,VM21-30,Stott et al. (2009),3,-999,-999,12000,55,-999,138.6537121,7.822835386,0,0,2,206.7,3.8,11541,25,-583,43,2,27.1,1683,0,0,7.5,-132,5,1137,40,1,187,7109,381,7893,381
-1.2,-89.68333333,617,16036,165.75,201,201,201,194,20320,80,KCCAMS,-445.5646379,16.64027865,VM21-30,Stott et al. (2009),3,-999,-999,14020,35,-999,214.654724,5.303829822,0,0,2,322.2,6.2,13343,38,-526,31,2,27.1,1684,0,0,25.8,-132,5,1137,40,1,187,6977,89,7761,89
-1.2,-89.68333333,617,16423,199.75,211,211,211,194,20970,90,KCCAMS,-464.15409,18.95473964,VM21-30,Stott et al. (2009),3,-999,-999,-999,-999,-999,-999,-999,0,0,2,339.4,6,13618,36,-545,33,2,27.1,1685,0,0,31.8,-132,5,1137,40,1,187,7352,97,8136,97
-1.2,-89.68333333,617,16737,171.75,221,221,221,194,20600,80,KCCAMS,-417.1738283,17.9155696,VM21-30,Stott et al. (2009),3,-999,-999,14445,45,-999,254.0120695,7.044553416,0,0,2,358.1,6.7,13808,40,-498,32,2,27.1,1686,0,0,6.8,-132,5,1137,40,1,187,6792,89,7576,89
-1.2,-89.68333333,617,19666,627.25,241,241,241,194,21580,140,KCCAMS,-264.7633305,68.69867242,VM21-30,Stott et al. (2009),3,-999,-999,14830,70,-999,703.5613932,14.9097949,0,0,2,404.5,8.1,16385,46,-345,74,2,27.1,1687,0,0,6.8,-132,5,1137,40,1,187,5195,147,5979,147
-1.2,-89.68333333,617,19666,627.25,241,241,241,194,21380,180,KCCAMS,-246.228143,74.2011682,VM21-30,Stott et al. (2009),3,-999,-999,17140,80,-999,277.822168,12.78930618,0,0,2,404.5,8.1,16385,46,-327,79,2,27.1,1688,0,0,6.7,-132,5,1137,40,1,187,4995,186,5779,186
-1.2,-89.68333333,617,23693,201,268,268,268,194,24430,90,KCCAMS,-160.7376125,29.8146184,VM21-30,Stott et al. (2009),3,-999,-999,20510,80,-999,367.1867623,13.68372732,0,0,2,558.6,13.4,19465,69,-241,40,2,27.1,1689,0,0,11,-132,5,1137,40,2,187,4965,113,5749,113
-1.2,-89.68333333,617,24600,209.75,278,278,278,194,23180,70,KCCAMS,94.27227306,37.30660465,VM21-30,Stott et al. (2009),3,-999,-999,21330,80,-999,377.6643482,13.78859407,0,0,2,537.5,10.8,20449,57,14,46,2,27.1,1690,0,0,11,-132,5,1137,40,2,187,2731,90,3515,90
34,-63,2027,15638,102,-999,-999,-999,195,14280,35,KCCAMS,120.6962572,18.71116155,New England Seamounts,Thiagarajan et al. (2014),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,306.7,5.8,13048,35,77,19,1,27.96,1691,0,0,-999,-61.7,5,512,40,1,188,1232,49,1619,49
34,-63,2372,15564,191,-999,-999,-999,195,14015,30,KCCAMS,147.961567,30.81326754,New England Seamounts,Thiagarajan et al. (2014),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,305.9,7.2,12985,44,104,31,1,28,1692,0,0,-999,-61.7,5,512,40,1,188,1030,53,1417,53
34,-63,2372,12104,10,-999,-999,-999,195,11265,25,KCCAMS,63.74336619,4.59729079,New England Seamounts,Thiagarajan et al. (2014),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,188.7,2.6,10378,18,20,5,1,28,1693,0,0,-999,-61.7,5,512,40,1,188,887,31,1274,31
34,-63,2265,15519,163,-999,-999,-999,195,14150,50,KCCAMS,122.7025992,29.12759965,New England Seamounts,Thiagarajan et al. (2014),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,304.1,7.3,12948,45,79,29,1,27.99,1694,0,0,-999,-61.7,5,512,40,1,188,1202,67,1589,67
38,-60.5,1886,15748,275,-999,-999,-999,195,14315,30,KCCAMS,130.7702506,41.84734735,New England Seamounts,Thiagarajan et al. (2014),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,310,6.9,13135,43,87,45,1,28,1695,0,0,-999,-61.7,5,512,40,1,188,1180,52,1567,52
