 ,degrees East,,,,,,,,,,,,,,,chro.meth [1=U-Th; 2=Wood/Tephra; 3=Plk 14C; 3.1=Plk+R 4=Match; 5=Plateau; 6=other],,,,,,,,,,,per mil,per mil,yr BP,yr BP,,,1=Atlantic; 2=Pacific; 3=Indian; 4=Southern,,,1= value is >3 sigma the binned mean value and not used in estimating basin average.,sorting (0=using for Rafter et al. 2022; 1=Not using for Holocene comparison (see note); 1.1=Not using for global dataset (not representative of basin average; see note); 1.2=Not using for global dataset (fails first dataset pre-treatment),sedimentation rate for deepest depth is assumed to be same as next shallower,chosen from closest GLODAP measurement and/or OCIM estimated value,"error is as reported from closest GLODAP measurement and/or OCIM or (if not) is ""5""", calculated from D14C, calculated from D14C.err,1=Zhao et al. 2018; 2=Skinner et al. 2017; 3=Rafter et al. 2022,,,,bias corrected 14C ventilation age,bias corrected 14C ventilation age error
latitude,longitude,water.depth,cal.age,cal.age.err,depth.dated.top,depth.date.bottom,depth.dated.mid,station,proxy.14C.age,proxy.14c.age.err,ams.ID.benthic,proxy.D14C,proxy.D14C.err,site.name,ref.,chro.meth,chro.meth.details,planktic.species,planktic.14C.age,planktic.14C.age.err,ams.ID.planktic,planktic.D14C,planktic.D14C.err,Delta.R,Delta.R.err,calib.method ,atmos.D14C,atmos.D14C.err,atmos.14C.age,atmos.14C.age.err,D14C.bias.correct,D14C.bias.correct.err,separate.the.basins,neutral.density,simple count,threesigma1,sort,sed.rate,DIC.D14C,DIC.D14C.err,DIC.D14C.age,DIC.D14C.age.err,comp.sort,unique sites,DELTA14Cage.atmos.RAW,DELTA14Cage.atmos.RAW.err,DELTA14Cage.atmos,DELTA14Cage.atmoserr
-3.749167,-81.134167,373,13108.5,105.75,1360.5,1360.5,1360.5,6,11500,40,OS-98327   ,166.5457552,20.73210555,KNR195-5 CDH23,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,11650,55,-999,144.9649922,7.866195456,0,0,2,209.2,3.1,11213,20,37,34,2,26.88,75,0,0,114.6,-82.7,5,693,40,1,6,287,45,1515,45
-3.749167,-81.134167,373,13108.5,105.75,1360.5,1360.5,1360.5,6,11650,35,OS-98331   ,144.9649922,19.6357955,KNR195-5 CDH23,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,12000,55,-999,96.14972479,7.530822377,0,0,2,209.2,3.1,11213,20,15,33,2,26.88,76,0,0,176.9,-82.7,5,693,40,1,6,437,40,1665,40
-3.749167,-81.134167,373,13558,110.75,1440,1440,1440,6,12200,45,OS-98321   ,128.9401794,21.44949351,KNR195-5 CDH23,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,12200,70,-999,128.9401794,9.880633947,0,0,2,207,4,11665,27,-1,34,2,26.88,77,0,0,171.4,-82.7,5,693,40,1,6,535,52,1763,52
-3.749167,-81.134167,373,13908,130.25,1500,1500,1500,6,12350,40,OS-98328   ,155.9740557,23.97069258,KNR195-5 CDH23,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,12600,55,-999,120.5523166,7.698474277,0,0,2,198.4,4.2,12062,28,26,36,2,26.88,78,0,0,263.5,-82.7,5,693,40,1,6,288,49,1516,49
-3.749167,-81.134167,373,14667,215.5,1700,1700,1700,6,12950,45,OS-98326   ,175.933435,37.24731942,KNR195-5 CDH23,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,12800,95,-999,198.0979037,14.25307951,0,0,2,247.8,5,12477,32,46,46,2,26.88,79,0,0,263.5,-82.7,5,693,40,1,6,473,55,1701,55
-3.986,-81.30866667,1023,7388,100.5,235.5,235.5,235.5,7,7620,40,OS-103000  ,-53.43291706,16.22138285,KNR195-5 CDH26,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,7070,35,-999,13.64640887,4.4261204,0,0,2,96.8,2.1,6439,16,-81,31,2,27.41,80,0,0,67.7,-184.9,5,1642,40,1,7,1181,43,1460,43
-3.986,-81.30866667,1023,10127,139.5,421,421,421,7,9840,45,OS-103151  ,0.043835506,22.47908959,KNR195-5 CDH26,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,9460,40,-999,48.48755502,5.233921793,0,0,2,124.7,2.9,8899,21,-28,35,2,27.41,81,0,0,82.1,-184.9,5,1642,40,1,7,941,50,1220,50
-3.986,-81.30866667,1023,11991,167.75,574,574,574,7,11700,55,OS-103153  ,-6.008142087,26.97853827,KNR195-5 CDH26,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,10750,45,-999,118.7767545,6.28485387,0,0,2,183.6,2.6,10306,18,-34,38,2,27.41,82,0,0,94.1,-184.9,5,1642,40,1,7,1394,58,1673,58
-3.986,-81.30866667,1023,12937,101.25,663,663,663,7,12400,40,OS-103181  ,21.49175204,17.59805747,KNR195-5 CDH26,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,11650,45,-999,121.4572221,6.299911697,0,0,2,209.5,3.1,11046,21,-6,32,2,27.41,83,0,0,156,-184.9,5,1642,40,1,7,1354,45,1633,45
-3.986,-81.30866667,1023,13716,125,784.5,784.5,784.5,7,13500,75,OS-103150  ,-21.21278586,23.94043367,KNR195-5 CDH26,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,12350,50,-999,129.4360721,7.051900689,0,0,2,209.7,3.8,11802,25,-49,36,2,27.41,84,0,0,137.4,-184.9,5,1642,40,1,7,1698,79,1977,79
-3.986,-81.30866667,1023,14844,179.125,939.5,939.5,939.5,7,14200,90,OS-104319  ,28.25640332,33.80616825,KNR195-5 CDH26,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,13100,60,-999,179.1569076,8.840320418,0,0,2,273.6,5.4,12487,34,0,43,2,27.41,85,0,0,191.6,-184.9,5,1642,40,1,7,1713,96,1992,96
-3.986,-81.30866667,1023,15976.5,164.25,1156.5,1156.5,1156.5,7,14800,65,OS-103154  ,94.35276192,30.60184109,KNR195-5 CDH26,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,13900,60,-999,224.0939619,9.177220415,0,0,2,321.1,6,13291,36,67,41,2,27.41,86,0,0,157.3,-184.9,5,1642,40,1,7,1509,74,1788,74
-3.986,-81.30866667,1023,17527.5,178.5,1400.5,1400.5,1400.5,7,16000,60,OS-103182  ,136.999431,33.04706086,KNR195-5 CDH26,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,15150,65,-999,263.905125,10.2685311,0,0,2,378.5,6.2,14455,36,109,42,2,27.41,87,0,0,158.7,-184.9,5,1642,40,1,7,1545,70,1824,70
-3.986,-81.30866667,1023,19673,175.5,1741,1741,1741,7,18050,70,OS-103183  ,141.9316163,34.1980106,KNR195-5 CDH26,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,17050,70,-999,293.3137486,11.31925319,0,0,2,406.5,8,16383,46,114,43,2,27.41,88,0,0,181.2,-184.9,5,1642,40,1,7,1667,84,1946,84
-3.986,-81.30866667,1023,20523,166.25,1895,1895,1895,7,18950,100,OS-103155  ,131.4520634,36.84514612,KNR195-5 CDH26,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,17700,70,-999,321.9526663,11.56990479,0,0,2,439.6,8.1,17022,45,104,46,2,27.41,89,0,0,116.3,-184.9,5,1642,40,1,7,1928,110,2207,110
-3.986,-81.30866667,1023,21839,223.25,2048,2048,2048,7,19700,90,OS-103001  ,208.432517,46.18392399,KNR195-5 CDH26,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,18850,110,-999,343.3111836,18.52117139,0,0,2,510.6,8,17908,43,181,53,2,27.41,90,0,0,149.8,-184.9,5,1642,40,1,7,1792,100,2071,100
-3.986,-81.30866667,1023,24095,199.5,2386,2386,2386,7,22300,160,OS-103152  ,148.6087404,50.61249938,KNR195-5 CDH26,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,20900,80,-999,367.2925034,13.68478565,0,0,2,519.6,9.5,20057,50,121,57,2,27.41,91,0,0,149.8,-184.9,5,1642,40,1,7,2243,168,2522,168
-1.265666667,-89.698,595,10340.5,144.625,0.25,0.25,0.25,8,9560,50,OS-101662  ,62.60732045,25.20589879,KNR195-5 CDH41,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,9580,50,-999,59.96500596,6.618141691,0,0,2,111.1,3,9211,22,-26,37,2,27.08,92,0,0,3.3,-124.6,5,1069,40,1,8,349,55,1201,55
-1.265666667,-89.698,595,11623.5,108.125,4.5,4.5,4.5,8,11900,50,OS-113941  ,-72.60659182,17.90298959,KNR195-5 CDH41,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,10500,45,-999,103.9599562,6.201618844,0,0,2,166.3,3.3,10065,23,-161,32,2,27.08,93,0,0,3.3,-124.6,5,1069,40,1,8,1835,55,2687,55
-1.265666667,-89.698,595,13301,192.25,10,10,10,8,14900,70,OS-102464  ,-218.01654,25.00361698,KNR195-5 CDH41,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,12150,100,-999,101.2172587,13.79434985,0,0,2,205.2,4.3,11434,29,-306,37,2,27.08,94,0,0,7,-124.6,5,1069,40,1,8,3466,76,4318,76
-1.265666667,-89.698,595,14054.75,108.75,15.25,15.25,15.25,8,15300,65,OS-102712  ,-184.9782898,17.31752592,KNR195-5 CDH41,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,12550,45,-999,147.742912,6.447574508,0,0,2,206.7,3.9,12152,26,-273,32,2,27.08,95,0,0,6.8,-124.6,5,1069,40,1,8,3148,70,4000,70
-1.265666667,-89.698,595,14348.75,143,17.25,17.25,17.25,8,14600,70,OS-113943  ,-78.57776994,23.97050219,KNR195-5 CDH41,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,12750,55,-999,160.0500051,7.969833262,0,0,2,213,3.8,12393,25,-167,36,2,27.08,96,0,0,6.9,-124.6,5,1069,40,1,8,2207,74,3059,74
-1.265666667,-89.698,595,14785.25,213.5625,20.25,20.25,20.25,8,14150,70,OS-102467  ,27.34963072,35.49909947,KNR195-5 CDH41,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,-999,-999,-999,-999,-999,0,0,2,278.6,7.2,12397,45,-61,44,2,27.08,97,0,0,7,-124.6,5,1069,40,1,8,1753,83,2605,83
-1.265666667,-89.698,595,15495.5,139.5625,25.25,25.25,25.25,8,15500,75,OS-113945  ,-53.66682598,24.81415289,KNR195-5 CDH41,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,13800,55,-999,169.3715397,8.033874533,0,0,2,302.9,7.2,12936,44,-142,36,2,27.08,98,0,0,7.1,-124.6,5,1069,40,1,8,2564,87,3416,87
-1.265666667,-89.698,595,16166,176.5,30,30,30,8,15400,95,OS-101663  ,39.1402311,34.48100957,KNR195-5 CDH41,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,-999,-999,-999,-999,-999,0,0,2,330.8,5.5,13417,33,-49,44,2,27.08,99,0,0,80.2,-124.6,5,1069,40,1,8,1983,101,2835,101
-1.265666667,-89.698,595,16231.5,158.8125,35.25,35.25,35.25,8,16500,80,OS-113947  ,-86.6338192,26.64606178,KNR195-5 CDH41,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,13950,60,-999,254.6067203,9.40597925,0,0,2,333.9,5.7,13466,34,-175,38,2,27.08,100,0,0,73.5,-124.6,5,1069,40,1,8,3034,87,3886,87
-1.265666667,-89.698,595,16299.5,159.9375,40.25,40.25,40.25,8,14950,60,OS-102714  ,116.9046286,29.95415534,KNR195-5 CDH41,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,12700,50,-999,477.9496335,9.227927366,0,0,2,335.3,6,13516,36,29,40,2,27.08,101,0,0,36.4,-124.6,5,1069,40,1,8,1434,70,2286,70
-1.265666667,-89.698,595,16492,137.25,47.25,47.25,47.25,8,16700,80,OS-113949  ,-80.57322796,24.4238328,KNR195-5 CDH41,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,14300,70,-999,239.567721,10.84886084,0,0,2,345.1,7,13652,42,-169,36,2,27.08,102,0,0,26.3,-124.6,5,1069,40,1,8,3048,90,3900,90
-1.265666667,-89.698,595,16796.5,170.5625,55.25,55.25,55.25,8,17700,90,OS-102716  ,-157.7329706,26.81853248,KNR195-5 CDH41,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,14450,60,-999,262.284185,9.463538382,0,0,2,364.6,6,13827,35,-246,38,2,27.08,103,0,0,11.2,-124.6,5,1069,40,1,8,3873,97,4725,97
-1.265666667,-89.698,595,18119,214.75,70,70,70,8,18850,150,OS-101664  ,-143.4514315,38.25738739,KNR195-5 CDH41,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,15650,80,-999,275.7222914,12.7682892,0,0,2,431,7,14729,39,-232,47,2,27.08,104,0,0,6.9,-124.6,5,1069,40,1,8,4121,155,4973,155
-1.265666667,-89.698,595,21011,232.5,90,90,90,8,21000,130,OS-102718  ,-70.08827213,41.21518327,KNR195-5 CDH41,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,18150,90,-999,325.9390058,14.9390655,0,0,2,442.7,8.7,17481,48,-158,49,2,27.08,105,0,0,12.9,-124.6,5,1069,40,1,8,3519,139,4371,139
-1.265666667,-89.698,595,21806.75,208.25,100.25,100.25,100.25,8,22300,160,OS-119356  ,-129.1119627,39.29765086,KNR195-5 CDH41,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,18750,100,-999,354.8424784,16.97137508,0,0,2,509.5,8,17885,42,-217,48,2,27.08,106,0,0,17.1,-124.6,5,1069,40,1,8,4415,165,5267,165
-1.265666667,-89.698,595,22685.75,196.75,115.25,115.25,115.25,8,21600,210,OS-101665  ,56.77841339,52.79915427,KNR195-5 CDH41,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,19700,140,-999,338.76746,23.53668953,0,0,2,501.2,9,18784,48,-31,59,2,27.08,107,0,0,28.9,-124.6,5,1069,40,1,8,2816,215,3668,215
-1.265666667,-89.698,595,23368,195.75,135,135,135,8,23100,220,OS-102413  ,-47.79771066,48.64583053,KNR195-5 CDH41,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,20400,120,-999,332.6051073,20.05639242,0,0,2,500.4,10.9,19449,58,-136,55,2,27.08,108,0,0,54.6,-124.6,5,1069,40,1,8,3651,228,4503,228
-1.265666667,-89.698,595,24009,237.75,170,170,170,8,23500,240,OS-101667  ,-21.01130026,57.43656684,KNR195-5 CDH41,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,20600,120,-999,404.6324275,21.14044065,0,0,2,509.2,9.4,20024,50,-109,63,2,27.08,109,0,0,28.5,-124.6,5,1069,40,1,8,3476,245,4328,245
-1.265666667,-89.698,595,25594.75,487.4375,215.25,215.25,215.25,8,24200,350,OS-118822  ,87.02122895,111.6499655,KNR195-5 CDH41,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,-999,-999,-999,-999,-999,0,0,2,589.3,10.5,21154,53,-1,115,2,27.08,110,0,0,23.1,-124.6,5,1069,40,1,8,3046,354,3898,354
-1.265666667,-89.698,595,26461,493.5625,235.25,235.25,235.25,8,25500,140,OS-109457  ,26.74415171,79.27218783,KNR195-5 CDH41,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,-999,-999,-999,-999,-999,0,0,2,523.7,24.7,22329,130,-61,84,2,27.08,111,0,0,18.8,-124.6,5,1069,40,1,8,3171,191,4023,191
-1.265666667,-89.698,595,27522.75,446,255.25,255.25,255.25,8,29800,710,OS-118823  ,-316.4577576,97.62072332,KNR195-5 CDH41,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,24700,210,-999,289.7060108,34.16027176,0,0,2,536.9,14.4,23289,75,-405,101,2,27.08,112,0,0,32.9,-124.6,5,1069,40,1,8,6511,714,7363,714
-1.265666667,-89.698,595,28130.75,455.5625,275.25,275.25,275.25,8,28100,180,OS-109287  ,-90.89471063,70.53871482,KNR195-5 CDH41,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,24000,120,-999,514.52258,22.79434397,0,0,2,508.5,12.3,24041,65,-179,75,2,27.08,113,0,0,11.4,-124.6,5,1069,40,1,8,4059,191,4911,191
-1.265666667,-89.698,595,29442.25,563.5625,290.25,290.25,290.25,8,27000,140,OS-109362  ,221.7491697,104.7073396,KNR195-5 CDH41,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,27200,190,-999,191.7064588,28.52274447,0,0,2,518.6,11.6,25251,61,134,108,2,27.08,114,0,0,37.2,-124.6,5,1069,40,1,8,1749,153,2601,153
-1.265666667,-89.698,595,29979.75,458.1875,310.25,310.25,310.25,8,28100,320,OS-119362  ,136.9690284,108.4708076,KNR195-5 CDH41,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,26200,260,-999,440.3560094,47.38192273,0,0,2,548.6,17.3,25619,90,49,112,2,27.08,115,0,0,37.2,-124.6,5,1069,40,1,8,2481,332,3333,332
-1.252166667,-89.6845,617,1415,129,2,2,2,9,2080,20,OS-109398  ,-84.0279728,16.57444668,KNR195-5 GGC43,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,1990,50,-999,-73.7079158,5.783523254,0,0,2,-26.5,1.6,1595,13,-172,31,2,27.1,116,0,0,11.8,-124.6,5,1069,40,1,9,485,24,1337,24
-1.252166667,-89.6845,617,4646,128.75,40,40,40,9,5420,30,OS-109328  ,-106.6021934,17.25130025,KNR195-5 GGC43,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,4630,40,-999,-14.27611154,4.920613237,0,0,2,46.3,2,4155,15,-195,32,2,27.1,117,0,0,18.9,-124.6,5,1069,40,1,9,1265,34,2117,34
-1.252166667,-89.6845,617,6259,121.25,70.5,70.5,70.5,9,6520,30,OS-109456  ,-53.08445129,17.42550032,KNR195-5 GGC43,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,6050,35,-999,3.971148527,4.383873057,0,0,2,91.3,2.5,5381,18,-141,32,2,27.1,118,0,0,14.7,-124.6,5,1069,40,1,9,1139,35,1991,35
-1.252166667,-89.6845,617,8270,129,100,100,100,9,8180,40,OS-109331  ,-17.77672211,20.21918677,KNR195-5 GGC43,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,8030,50,-999,0.736619244,6.248335279,0,0,2,80.1,2.7,7417,20,-106,33,2,27.1,119,0,0,37.7,-124.6,5,1069,40,1,9,763,45,1615,45
-1.252166667,-89.6845,617,9331,111.75,140,140,140,9,9040,40,OS-109332  ,3.352195135,18.5601239,KNR195-5 GGC43,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,8800,40,-999,33.78140587,5.160510493,0,0,2,94.6,3,8350,22,-85,33,2,27.1,120,0,0,22.8,-124.6,5,1069,40,1,9,690,46,1542,46
-1.252166667,-89.6845,617,11084,132,180,180,180,9,10300,30,OS-119052  ,60.28899621,20.89083961,KNR195-5 GGC43,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,10150,35,-999,80.27375177,4.717050885,0,0,2,153.7,3.1,9628,22,-28,34,2,27.1,121,0,0,27.8,-124.6,5,1069,40,1,9,672,37,1524,37
-1.252166667,-89.6845,617,12523,144.75,220,220,220,9,12200,55,OS-109364  ,-3.909603861,24.26330767,KNR195-5 GGC43,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,11150,70,-999,135.1826369,9.935268761,0,0,2,225.2,3,10544,20,-92,36,2,27.1,122,0,0,24,-124.6,5,1069,40,1,9,1656,59,2508,59
-1.252166667,-89.6845,617,17939,204.75,350,350,350,9,17450,80,OS-128462,-2.333754678,34.65198731,KNR195-5 GGC43,Bova et al. 2018,3,-999,Neogloboquadrina dutertrei,15500,70,-999,271.7732413,11.13072782,0,0,2,413.9,7.4,14650,42,-90,44,2,27.1,123,0,0,24,-124.6,5,1069,40,1,9,2800,90,3652,90
-2,-140,4400,17166,204,33,33,33,10,16400,60,NOSAMS,35.48513003,33.2920382,TTN013-18,Broecker and Clark (2010),3,-999,N. dutertrei,14850,50,-999,255.8644071,7.841285838,0,0,2,369.3,7.1,14159,42,30,33,2,28.1,124,0,0,1.2,-203.8,5,1831,40,1,10,2241,73,2297,73
-2,-140,4400,22357,300.25,39,39,39,10,20700,70,NOSAMS,135.9807217,51.17408804,TTN013-18,Broecker and Clark (2010),3,-999,N. dutertrei,19200,65,-999,369.1992634,11.12398782,0,0,2,510,11.3,18417,60,130,51,2,28.1,125,1,0,2.3,-203.8,5,1831,40,2,10,2283,92,2339,92
-2,-140,4400,24129,302.25,43,43,43,10,22500,110,NOSAMS,124.9818,56.55924278,TTN013-18,Broecker and Clark (2010),3,-999,N. dutertrei,20800,95,-999,390.1253129,16.5375188,0,0,2,521.1,10.5,20078,55,119,57,2,28.1,126,0,0,2.7,-203.8,5,1831,40,1,10,2422,123,2478,123
-2,-140,4400,25252,457.25,46,46,46,10,23500,180,NOSAMS,137.8285454,88.51862208,TTN013-18,Broecker and Clark (2010),3,-999,N. dutertrei,22700,120,-999,256.9785385,18.91817366,0,0,2,556.3,14,20992,72,132,89,2,28.1,127,0,0,4.9,-203.8,5,1831,40,1,10,2508,194,2564,194
-2,-140,4400,25456,477.75,47,47,47,10,25000,190,NOSAMS,-32.39531096,78.89123407,TTN013-18,Broecker and Clark (2010),3,-999,-999,-999,-999,-999,-999,-999,0,0,2,571.6,10.3,21108,53,-38,79,2,28.1,128,0,0,8.6,-203.8,5,1831,40,1,10,3892,197,3948,197
-2,-140,4400,25922,401.25,51,51,51,10,23000,110,NOSAMS,313.1253078,81.76836038,TTN013-18,Broecker and Clark (2010),3,-999,N. dutertrei,22300,140,-999,432.6853813,25.1878478,0,0,2,551.8,19.2,21657,100,308,82,2,28.1,129,0,0,6.8,-203.8,5,1831,40,1,10,1343,149,1399,149
-2,-140,4400,26510,556.25,55,55,55,10,22610,180,NOSAMS,480.0648785,132.9297656,TTN013-18,Broecker and Clark (2010),3,-999,N. dutertrei,22330,150,-999,532.5639877,28.88638549,0,0,2,516.6,22,22405,116,475,133,2,28.1,130,0,0,0.7,-203.8,5,1831,40,1,10,205,214,261,214
-2,-140,4400,32146,464.75,59,59,59,10,30000,180,NOSAMS,166.3479334,91.79868981,TTN013-18,Broecker and Clark (2010),3,-999,N. dutertrei,28880,170,-999,340.8480876,28.67835645,0,0,2,445.5,18.5,28271,103,161,92,2,28.1,131,0,0,0.7,-203.8,5,1831,40,1,10,1729,207,1785,207
-10.3,-111.3,3225,5994.4,127.05,0,1.2,0.6,11,6700,100,ETH,-103.2334527,24.9485554,TT154-10 (core 5),Broecker et al. (1988b),3,-999,T. sacculifer,5920,100,ETH,-11.79018999,12.37876699,0,0,2,71.4,2.3,5276,17,-79,25,2,28.1,132,0,0,9.2,-233.2,5,2133,40,1,11,1424,101,1178,101
-10.3,-111.3,3225,6125.2,99.15,1.2,2.4,1.8,11,6780,110,ETH,-97.96024623,23.17322732,TT154-10 (core 5),Broecker et al. (1988b),3,-999,T. sacculifer,5930,100,ETH,2.720526192,12.56053484,0,0,2,77.3,2.6,5358,19,-74,23,2,28.1,133,0,0,9.7,-233.2,5,2133,40,1,11,1422,112,1176,112
-10.3,-111.3,3225,6249,127.5,2.4,3.6,3,11,6930,110,ETH,-101.2896236,26.17079986,TT154-10 (core 5),Broecker et al. (1988b),3,-999,T. sacculifer,6110,100,ETH,-4.704433232,12.46752641,0,0,2,89.4,2.5,5385,18,-77,26,2,28.1,134,0,0,10.5,-233.2,5,2133,40,1,11,1545,111,1299,111
-10.3,-111.3,3225,6363,135.4,3.6,4.8,4.2,11,6960,100,ETH,-92.20735101,26.17258244,TT154-10 (core 5),Broecker et al. (1988b),3,-999,T. sacculifer,5160,140,ETH,135.7990377,19.96832917,0,0,2,78.7,2.7,5581,20,-68,26,2,28.1,135,0,0,12.6,-233.2,5,2133,40,1,11,1379,102,1133,102
-10.3,-111.3,3225,6458.2,162.9,4.8,6,5.4,11,6610,110,ETH,-40.79776891,32.04174215,TT154-10 (core 5),Broecker et al. (1988b),3,-999,T. sacculifer,6770,150,ETH,-59.71399391,17.7228907,0,0,2,75.5,2.6,5693,20,-17,32,2,28.1,136,0,0,14.8,-233.2,5,2133,40,1,11,917,112,671,112
-10.3,-111.3,3225,6539.2,168.6,6,7.2,6.6,11,6550,90,ETH,-24.09122744,30.84201748,TT154-10 (core 5),Broecker et al. (1988b),3,-999,T. sacculifer,5880,100,ETH,60.79622603,13.28801755,0,0,2,78.3,2.6,5749,19,0,31,2,28.1,137,0,0,7.2,-233.2,5,2133,40,1,11,801,92,555,92
-10.3,-111.3,3225,6706.8,172.3,7.2,8.4,7.8,11,-999,-999,-999,-999,-999,TT154-10 (core 5),Broecker et al. (1988b),3,-999,T. sacculifer,6500,110,ETH,2.113763917,13.81684378,0,0,2,82.7,2.8,5882,21,-999,-999,2,28.1,138,0,0,2.4,-233.2,5,2133,40,1,11,-999,-999,-999,-999
-10.3,-111.3,3225,12848,263,22,24,23,11,-999,-999,-999,-999,-999,TT154-10 (core 5),Broecker et al. (1988b),3,-999,T. sacculifer,11640,130,ETH,110.8306855,18.12309385,0,0,2,204.9,3,10989,20,-999,-999,2,28.1,139,0,0,2.9,-233.2,5,2133,40,1,11,-999,-999,-999,-999
-10.3,-111.3,3225,14228,414,26,28,27,11,16220,300,ETH,-257.7812629,64.97084568,TT154-10 (core 5),Broecker et al. (1988a),3,-999,mean planktic,12780,160,ETH,138.9676152,22.91320676,0,0,2,207,3.4,12316,22,-234,65,2,28.1,140,1,0,1,-233.2,5,2133,40,1,11,3904,301,3658,301
-10.3,-111.3,3225,18169,463.5,30,32,31,11,17500,380,ETH,19.447335,105.5692261,TT154-10 (core 5),Broecker et al. (1988a),3,-999,mean planktic,16040,225,ETH,222.6381378,34.72954259,0,0,2,431.3,8.4,14776,47,43,106,2,28.1,141,0,0,4,-233.2,5,2133,40,1,11,2724,383,2478,383
-10.3,-111.3,3225,19176,389.25,34,36,35,11,19170,420,ETH,-64.6384942,93.0990889,TT154-10 (core 5),Broecker et al. (1988a),3,-999,mean planktic,16560,240,ETH,294.452156,39.25755845,0,0,2,401.6,6.4,15925,37,-41,93,2,28.1,142,0,0,2.6,-233.2,5,2133,40,1,11,3245,422,2999,422
-10.3,-111.3,3225,19934,498.5,36,38,37,11,20180,610,ETH,-95.94374733,123.5470401,TT154-10 (core 5),Broecker et al. (1988a),3,-999,mean planktic,17390,370,ETH,279.4798421,60.31114828,0,0,2,424.5,7.4,16534,42,-72,124,2,28.1,143,0,0,1.3,-233.2,5,2133,40,1,11,3646,611,3400,611
-10.3,-111.3,3225,22971,452.75,40,42,41,11,21980,640,ETH,43.33763332,140.6863746,TT154-10 (core 5),Broecker et al. (1988a),3,-999,mean planktic,20110,220,ETH,316.8132058,36.56197752,0,0,2,503,15.7,19057,84,67,141,2,28.1,144,0,0,1.3,-233.2,5,2133,40,1,11,2923,645,2677,645
1,160.5,3120,4665,226,3,8,5.5,12,6150,180,ETH,-182.3330451,40.69176437,VM28-238TW,Broecker et al. (1988b),3,-999,mean planktic,4640,160,-999,-13.2371738,19.85122348,0,0,2,48.3,2.2,4159,17,-150,41,2,28.1,145,0,0,-999,-241.7,5,2223,40,1,12,1991,181,1655,181
1,160.5,3120,7672,106.5,10,12,11,13,9530,80,ETH,-227.6590525,17.6429324,VM28-238,Broecker et al. (1988b),3,-999,P. obliquiloculata,6390,160,ETH,141.7456967,22.96909488,0,0,2,77.5,3.2,6863,24,-195,18,2,28.1,146,1,0,2.8,-241.7,5,2223,40,1,13,2667,84,2331,84
1,160.5,3120,8731,207.75,13,14,13.5,13,12080,120,ETH,-360.8844867,25.61519797,VM28-238,Broecker et al. (1988b),3,-999,P. obliquiloculata,8620,100,ETH,-16.80401312,12.31596155,0,0,2,71.9,2.9,7935,22,-329,26,2,28.1,147,1,0,2.8,-241.7,5,2223,40,1,13,4145,122,3809,122
