,500m<x<1000m,500m<x<1000m & east of 140W
cal.age,D14C.Shallow.Pacific.North,D14C.Shallow.Pacific.North.East
26720,328.1736732,360.6880803
26730,328.4214636,360.9993458
26740,328.61634,361.2495281
26750,328.7573587,361.4369746
26760,328.8430023,361.5595904
26770,328.8751635,361.6191062
26780,328.8557886,361.6173758
26790,328.7868013,361.5563834
26800,328.6699169,361.4381161
26810,328.5095605,361.2676985
26820,328.310507,361.0506969
26830,328.0769409,360.7921555
26840,327.8133919,360.4976118
26850,327.5247943,360.17316
26860,327.2167331,359.8256183
26870,326.8934874,359.4604433
26880,326.559956,359.083755
26890,326.219786,358.7002529
26900,325.8773592,358.3153372
26910,325.5337615,357.9308517
26920,325.1901572,357.5487983
26930,324.848917,357.1724411
26940,324.5131865,356.8056618
26950,324.1818658,356.4476143
26960,323.8537833,356.097336
26970,323.5288191,355.7548249
26980,323.20741,355.4203403
26990,322.8855624,355.0890362
27000,322.5588458,354.7555125
27010,322.2233719,354.4148341
27020,321.8747748,354.0614829
27030,321.5091369,353.6903667
27040,321.1218436,353.2956738
27050,320.7105169,352.8740207
27060,320.2722944,352.4215098
27070,319.8057968,351.9358295
27080,319.3092203,351.4142518
27090,318.782281,350.8557412
27100,318.2243129,350.2589166
27110,317.637389,349.6253079
27120,317.0238632,348.9567555
27130,316.3839367,348.2527536
27140,315.7174171,347.5126189
27150,315.0285206,346.7406374
27160,314.3218119,345.9415071
27170,313.6012089,345.1193123
27180,312.8707207,344.2784487
27190,312.1353936,343.4247267
27200,311.400423,342.5644246
27210,310.6731459,341.7064822
27220,309.961636,340.8608085
27230,309.2738126,340.037317
27240,308.6187207,339.2471724
27250,308.0026637,338.498638
27260,307.4328781,337.8010417
27270,306.9147026,337.1616898
27280,306.4545583,336.5889396
27290,306.0550407,336.0863974
27300,305.7202104,335.6598207
27310,305.4497954,335.3097855
27320,305.2439952,335.0372033
27330,305.1006488,334.8401405
27340,305.0179886,334.7168354
27350,304.9896096,334.6603272
27360,305.0082749,334.6628196
27370,305.0688294,334.718748
27380,305.1659321,334.8222723
27390,305.2939239,334.967159
27400,305.4465358,335.1464907
27410,305.6178505,335.3536927
27420,305.8012816,335.5814554
27430,305.9915269,335.8238152
27440,306.1827792,336.0741761
27450,306.3696823,336.3263169
27460,306.5463536,336.5733335
27470,306.7073584,336.8086419
27480,306.8466956,337.024912
27490,306.958692,337.2150567
27500,307.0368819,337.3710638
27510,307.0770053,337.4871256
27520,307.074329,337.5567731
27530,307.0234655,337.5727967
27540,306.9178431,337.5268763
27550,306.7565514,337.4169072
27560,306.5383681,337.2404212
27570,306.2615418,336.9944771
27580,305.9232992,336.6753293
27590,305.5267054,336.2858183
27600,305.0749346,335.8289406
27610,304.5721454,335.3089176
27620,304.0226472,334.7302486
27630,303.432965,334.1000108
27640,302.8100813,333.425665
27650,302.1588513,332.7124401
27660,301.4842856,331.9659203
27670,300.7935914,331.1942267
27680,300.0948167,330.4063965
27690,299.3939466,329.6092716
27700,298.697479,328.8104104
27710,298.0113561,328.0170817
27720,297.3418686,327.2371985
27730,296.6978038,326.4815345
27740,296.0894326,325.76234
27750,295.5215658,325.0859959
27760,294.9995775,324.4596001
27770,294.529517,323.8910413
27780,294.1187963,323.389455
27790,293.7692596,322.9578112
27800,293.4834816,322.5993338
27810,293.2627132,322.3163233
27820,293.1089895,322.1113118
27830,293.0192857,321.9810524
27840,292.990503,321.9220844
27850,293.0184963,321.9296173
27860,293.0988486,321.998434
27870,293.2258919,322.1218652
27880,293.3933382,322.292627
27890,293.5970974,322.5058463
27900,293.8326093,322.7561396
27910,294.0957801,323.0386064
27920,294.3819081,323.3477644
27930,294.6875453,323.6796333
27940,295.0085688,324.0296494
27950,295.3441975,324.396913
27960,295.6937688,324.780562
27970,296.0546814,325.1776207
27980,296.4238057,325.5846784
27990,296.8004528,326.0010732
28000,297.1838981,326.4260999
28010,297.5733748,326.8590046
28020,297.9680869,327.2989786
28030,298.3672355,327.7451543
28040,298.7700611,328.1966454
28050,299.1748344,328.6514671
28060,299.5795757,329.1073938
28070,299.9830138,329.5630076
28080,300.383701,330.0167035
28090,300.7810239,330.4677477
28100,301.1744442,330.9153871
28110,301.562513,331.357773
28120,301.9436511,331.7928639
28130,302.3161337,332.2184061
28140,302.6779694,332.6318527
28150,303.0278603,333.0314083
28160,303.364267,333.4150232
28170,303.6864199,333.7814474
28180,303.9933888,334.1292806
28190,304.2839856,334.4569526
28200,304.5564533,334.762505
28210,304.8124187,335.0478506
28220,305.0536114,335.3150846
28230,305.281865,335.5665039
28240,305.4991472,335.8046385
28250,305.7075476,336.0322732
28260,305.9093529,336.2524877
28270,306.1070982,336.4686896
28280,306.3037823,336.6847606
28290,306.5008883,336.9029544
28300,306.7002118,337.1258345
28310,306.9029845,337.3552405
28320,307.1109831,337.5934375
28330,307.322505,337.8388575
28340,307.5356023,338.0897
28350,307.7501533,338.3460592
28360,307.9665034,338.6082658
28370,308.1815218,338.8726186
28380,308.3918494,339.1350445
28390,308.5938991,339.3910612
28400,308.7837438,339.6357136
28410,308.9571044,339.8635276
28420,309.1090309,340.0683393
28430,309.2356956,340.2453525
28440,309.3323101,340.3889395
28450,309.3991064,340.4989801
28460,309.4364254,340.5753927
28470,309.4425908,340.6159903
28480,309.4152083,340.6180553
28490,309.35712,340.5846895
28500,309.2716382,340.5193855
28510,309.1595876,340.4228631
28520,309.0216822,340.2957741
28530,308.8595298,340.1397778
28540,308.6748602,339.9566682
28550,308.4695277,339.7483928
28560,308.2455391,339.517067
28570,308.0050793,339.2649882
28580,307.7505947,338.9947045
28590,307.4838102,338.7079666
28600,307.2065603,338.4066705
28610,306.9207925,338.0928733
28620,306.6285809,337.7688149
28630,306.3321267,337.4369376
28640,306.0337774,337.0999152
28650,305.7360329,336.7606773
28660,305.4415809,336.422449
28670,305.1532815,336.0887782
28680,304.8742633,335.7635857
28690,304.6080006,335.451207
28700,304.3585768,335.1566005
28710,304.1277169,334.8821927
28720,303.9173265,334.6306971
28730,303.7295373,334.4051441
28740,303.5669186,334.2090284
28750,303.4305129,334.0442131
28760,303.3216494,333.9128651
28770,303.2410248,333.8164201
28780,303.1897911,333.7566773
28790,303.1666168,333.7326189
28800,303.170217,333.743153
28810,303.198414,333.7860764
28820,303.2492415,333.8592724
28830,303.3189497,333.9584657
28840,303.4035653,334.0789807
28850,303.4978697,334.2146596
28860,303.5959941,334.3586249
28870,303.6933814,334.5053501
28880,303.7849195,334.6486925
28890,303.8657876,334.7828886
28900,303.9302304,334.9013214
28910,303.9764692,335.0017705
28920,304.0025254,335.0817616
28930,304.0061385,335.1385321
28940,303.984559,335.1688671
28950,303.9374791,335.1722454
28960,303.8645746,335.148063
28970,303.7654453,335.0956053
28980,303.6395937,335.0139708
28990,303.4874733,334.9030995
29000,303.3098563,334.7629722
29010,303.1049202,334.590469
29020,302.8705481,334.3820149
29030,302.6053336,334.1345952
29040,302.3075727,333.8447821
29050,301.9751332,333.5086793
29060,301.6048884,333.1215848
29070,301.1985073,332.6843387
29080,300.7561676,332.1965786
29090,300.2834605,331.6646766
29100,299.7857443,331.0950549
29110,299.2744389,330.5011042
29120,298.7625125,329.8978418
29130,298.2586397,329.2956968
29140,297.7724474,328.706268
29150,297.312626,328.1403171
29160,296.8890747,327.6099467
29170,296.5090228,327.124478
29180,296.1807866,326.6944749
29190,295.9098115,326.327558
29200,295.7028533,326.0323125
29210,295.5651712,325.8165947
29220,295.5035379,325.6893056
29230,295.5193139,325.6532318
29240,295.614617,325.7117042
29250,295.7875962,325.8633952
29260,296.0371116,326.1073409
29270,296.3580997,326.4378198
29280,296.745596,326.8488846
29290,297.1897015,327.3289209
29300,297.679179,327.8648926
29310,298.2053908,328.4463909
29320,298.7588924,329.0622439
29330,299.3318866,329.7030674
29340,299.9154228,330.3583024
29350,300.5043359,331.0214364
29360,301.0929323,331.6852966
29370,301.6748586,332.3419748
29380,302.2425127,332.9824516
29390,302.7928416,333.6028828
29400,303.3220696,334.1988199
29410,303.8295987,334.7694179
29420,304.3146295,335.3136834
29430,304.777038,335.8315112
29440,305.2164254,336.3226705
29450,305.635152,336.7903265
29460,306.0354162,337.2371341
29470,306.4191415,337.6654826
29480,306.7887091,338.078164
29490,307.1439228,338.4751797
29500,307.4844065,338.8564342
29510,307.8116564,339.2238823
29520,308.127628,339.5798416
29530,308.4317637,339.9238003
29540,308.7234641,340.2552008
29550,309.0020901,340.573435
29560,309.2669581,340.877838
29570,309.5173298,341.1676811
29580,309.7524128,341.4421617
29590,309.9714014,341.7004005
29600,310.1734778,341.9414764
29610,310.3567347,342.1633391
29620,310.5187932,342.3635736
29630,310.6597995,342.5425898
29640,310.7800157,342.7008855
29650,310.8787882,342.8379756
29660,310.9553645,342.9532693
29670,311.0099594,343.0471404
29680,311.0431187,343.1201302
29690,311.052736,343.1697479
29700,311.0364357,343.1931794
29710,310.9925599,343.1883221
29720,310.9193035,343.1528265
29730,310.8146825,343.0840636
29740,310.6764298,342.9790424
29750,310.5029745,342.8354283
29760,310.2925179,342.6505752
29770,310.0429689,342.4214783
29780,309.7516523,342.1446016
29790,309.4181662,341.8190089
29800,309.0417284,341.4434435
29810,308.6241705,341.0195162
29820,308.1675085,340.548981
29830,307.6728877,340.0326601
29840,307.1412903,339.4712809
29850,306.5754659,338.867618
29860,305.9782999,338.2246508
29870,305.3538485,337.5467964
29880,304.7062214,336.838454
29890,304.0391569,336.1036085
29900,303.3567455,335.3466453
29910,302.6624088,334.5713114
29920,301.9597315,333.7816443
29930,301.2535046,332.9830815
29940,300.5491094,332.1816896
29950,299.8505572,331.3820748
29960,299.1622829,330.5893534
29970,298.4881646,329.8081262
29980,297.8324941,329.0435217
29990,297.1989994,328.3001697
30000,296.5918327,327.5832548
30010,296.0145071,326.8974824
30020,295.4709046,326.2480998
30030,294.9652501,325.6408888
30040,294.5025676,325.0820715
30050,294.0862957,324.5766007
30060,293.7203957,324.1295924
30070,293.4046916,323.7416013
30080,293.1391989,323.4133254
30090,292.9242936,323.1456288
30100,292.761237,322.9399
30110,292.6451996,322.7905219
30120,292.5709969,322.6913558
30130,292.5330839,322.6356879
30140,292.525355,322.6160917
30150,292.5420005,322.6253824
30160,292.5764427,322.6554869
30170,292.6244815,322.7007316
30180,292.6815164,322.7548866
30190,292.7413408,322.8099785
30200,292.7962837,322.8567652
30210,292.8451691,322.8932951
30220,292.8864505,322.9172896
30230,292.920211,322.9282787
30240,292.9463491,322.9256658
30250,292.9654815,322.9097638
30260,292.9778971,322.8807361
30270,292.9865331,322.8418233
30280,292.9945092,322.7965963
30290,293.0051044,322.7489858
30300,293.0217534,322.7032895
30310,293.0490525,322.6652919
30320,293.0921183,322.6414502
30330,293.155676,322.6378918
30340,293.2451969,322.6615579
30350,293.3639787,322.7170677
30360,293.5159066,322.8096808
30370,293.7036032,322.9432474
30380,293.9304343,323.1223119
30390,294.1965395,323.3478787
30400,294.5023276,323.6211996
30410,294.847604,323.9427273
30420,295.2327857,324.3133075
30430,295.6538865,324.7287881
30440,296.1066724,325.1846702
30450,296.5866925,325.6760787
30460,297.0892674,326.1977587
30470,297.6084301,326.7429434
30480,298.1375245,327.3041154
30490,298.6711938,327.8751103
30500,299.2035146,328.4491093
30510,299.7289239,329.0196572
30520,300.2410789,329.5794913
30530,300.7358426,330.1237287
30540,301.2086275,330.6469276
30550,301.6553786,331.1441195
30560,302.0715598,331.6097477
30570,302.4531182,332.0386952
30580,302.7953765,332.4251715
30590,303.0949726,332.7648179
30600,303.347875,333.0526162
30610,303.5523443,333.2860853
30620,303.7062223,333.4623233
30630,303.8089218,333.5801427
30640,303.8596167,333.6381214
30650,303.8582046,333.6356659
30660,303.8042699,333.5719686
30670,303.6990215,333.448126
30680,303.5434485,333.2651569
30690,303.3402626,333.0261334
30700,303.0922175,332.7343107
30710,302.8031605,332.3942563
30720,302.4773075,332.0110276
30730,302.1182092,331.5891312
30740,301.729629,331.1334704
30750,301.3166036,330.6504775
30760,300.8849589,330.147402
30770,300.4383732,329.6291176
30780,299.9811972,329.1011661
30790,299.5154358,328.5665398
30800,299.04348,328.0286063
30810,298.5672272,327.4900598
30820,298.0893221,326.954147
30830,297.608119,326.419248
30840,297.1218924,325.8835778
30850,296.6288511,325.3451687
30860,296.127213,324.8018888
30870,295.6142412,324.2503332
30880,295.0870779,323.6867635
30890,294.5416828,323.1059743
30900,293.9734655,322.502057
30910,293.3793685,321.8705247
30920,292.7560521,321.2063884
30930,292.0987855,320.5030035
30940,291.4016886,319.7526116
30950,290.6638386,318.9528413
30960,289.8838897,318.1009323
30970,289.0609423,317.1945667
30980,288.1933856,316.2308982
30990,287.283789,315.211854
31000,286.3344314,314.1392765
31010,285.3503027,313.0181934
31020,284.3364157,311.853941
31030,283.2997397,310.6543752
31040,282.2474574,309.427936
31050,281.190088,308.1869945
31060,280.139437,306.9453709
31070,279.1046068,305.7141136
31080,278.0957095,304.5055226
31090,277.1219487,303.3310978
31100,276.1938268,302.2037828
31110,275.3191814,301.1337419
31120,274.5071298,300.1324801
31130,273.7642602,299.2086228
31140,273.0987138,298.372205
31150,272.5121951,297.626079
31160,272.0070288,296.9736276
31170,271.5834576,296.4152528
31180,271.2424856,295.9526631
31190,270.9796561,295.5811216
31200,270.7900322,295.2954103
31210,270.6702677,295.0919797
31220,270.6169969,294.9671146
31230,270.6247473,294.9147098
31240,270.6874104,294.9279904
31250,270.8002536,295.0016278
31260,270.9581792,295.1298377
31270,271.1556983,295.3063849
31280,271.386586,295.5243531
31290,271.6467757,295.7792791
31300,271.931679,296.06617
31310,272.2382363,296.3816506
31320,272.5632418,296.7220855
31330,272.9022873,297.0824508
31340,273.2503738,297.457124
31350,273.6038851,297.8420218
31360,273.9587343,298.2325502
31370,274.3124108,298.625758
31380,274.6623269,299.0184437
31390,275.0048136,299.40603
31400,275.3358217,299.7834467
31410,275.6508403,300.1450758
31420,275.9444767,300.4844711
31430,276.2144279,300.7986778
31440,276.457877,301.084232
31450,276.6745974,301.3404238
31460,276.8644722,301.5665206
31470,277.0254164,301.7595588
31480,277.1547201,301.916051
31490,277.251987,302.0352333
31500,277.3163274,302.1160112
31510,277.3504289,302.1613268
31520,277.3572579,302.174414
31530,277.33906,302.1577234
31540,277.2982105,302.1138955
31550,277.2371763,302.0457858
31560,277.1585545,301.956456
31570,277.0662048,301.8503087
31580,276.9646963,301.732379
31590,276.8552101,301.6039995
31600,276.738818,301.4665157
31610,276.6185549,301.323491
31620,276.4979326,301.178946
31630,276.3789408,301.0352077
31640,276.2638288,300.8948867
31650,276.1540998,300.7598059
31660,276.0513815,300.6319771
31670,275.9574139,300.5136179
31680,275.8741366,300.407183
31690,275.8037675,300.3153962
31700,275.7490459,300.2414268
31710,275.7101988,300.1856362
31720,275.6874808,300.1484379
31730,275.6811714,300.1303019
31740,275.6916071,300.1317641
31750,275.7191995,300.1534354
31760,275.7645349,300.1960572
31770,275.8273942,300.2594215
31780,275.9076436,300.3433656
31790,276.0042055,300.4466783
31800,276.115826,300.5679909
31810,276.2420639,300.7068549
31820,276.3824778,300.8627873
31830,276.5366988,301.0352756
31840,276.7044878,301.2238638
31850,276.8835986,301.4259477
31860,277.071198,301.6384571
31870,277.2679603,301.8622131
31880,277.47484,302.0982287
31890,277.6910581,302.3455278
31900,277.9157454,302.603036
31910,278.14788,302.8695631
31920,278.38617,303.1436932
31930,278.6311435,303.4259744
31940,278.8835841,303.7171128
31950,279.1424698,304.0157794
31960,279.4065746,304.3204481
31970,279.6754941,304.6304821
31980,279.9487524,304.9451699
31990,280.2257526,305.2637122
32000,280.5056504,305.5851154
32010,280.7893987,305.9103833
32020,281.0781652,306.2406654
32030,281.3723919,306.5761751
32040,281.6727082,306.9172389
32050,281.9777793,307.2620854
32060,282.2857251,307.6085379
32070,282.5982633,307.9584059
32080,282.9174448,308.3137817
32090,283.2435454,308.6748508
32100,283.5766673,309.0417071
32110,283.9188801,309.4165678
32120,284.2726841,309.8020351
32130,284.6378394,310.1978053
32140,285.0136802,310.6033411
32150,285.4032635,311.0222848
32160,285.81023,311.45883
32170,286.235763,311.9144574
32180,286.6811455,312.3908289
32190,287.1477059,312.8898013
32200,287.636872,313.4134096
32210,288.1513318,313.9650074
32220,288.6945587,314.5486065
32230,289.2656431,315.1633889
32240,289.8634404,315.808394
32250,290.4886615,316.4847294
32260,291.1423659,317.1937786
32270,291.8239342,317.9350064
32280,292.5328633,318.7079275
32290,293.2677696,319.5110011
32300,294.0272793,320.3426263
32310,294.8089781,321.2000214
32320,295.6101377,322.080102
32330,296.428719,322.9805634
32340,297.2624063,323.898846
32350,298.1095946,324.8332213
32360,298.968463,325.7817639
32370,299.8380354,326.7434502
32380,300.7173535,327.7172401
32390,301.6043926,328.7009568
32400,302.49676,329.6921223
32410,303.3937748,330.6901606
32420,304.2948148,331.6945239
32430,305.1982587,332.7035783
32440,306.1022555,333.7154977
32450,307.0057488,334.7293598
32460,307.9076301,335.7441795
32470,308.806726,336.7588994
32480,309.7018396,337.7723821
32490,310.5917952,338.7834043
32500,311.475576,339.7907436
32510,312.3502773,340.7909464
32520,313.2127307,341.7802038
32530,314.0594567,342.7543125
32540,314.886442,343.7085135
32550,315.6911682,344.6396679
32560,316.4707582,345.5442336
32570,317.2229955,346.4193425
32580,317.9452909,347.2617413
32590,318.6356311,348.0688643
32600,319.2914576,348.8376767
32610,319.9127629,349.5679811
32620,320.4994795,350.2595196
32630,321.0514262,350.9119635
32640,321.5681697,351.5248015
32650,322.0511083,352.0995584
32660,322.501851,352.6379338
32670,322.9211879,353.140702
32680,323.3099445,353.6086787
32690,323.6689935,354.0427258
32700,323.999242,354.4437579
32710,324.301594,354.8127437
32720,324.5769175,355.1506627
32730,324.8271367,355.4596301
32740,325.0545051,355.7420575
32750,325.2594947,355.9984415
32760,325.4423825,356.2291926
32770,325.605329,356.4368656
32780,325.7507904,356.624314
32790,325.8805208,356.7936032
32800,325.9965292,356.9470514
32810,326.1000397,357.0861343
32820,326.1924022,357.2124673
32830,326.2751487,357.3278244
32840,326.3501398,357.4342606
32850,326.4174837,357.531899
32860,326.4771819,357.6208106
32870,326.5301461,357.7021271
32880,326.5773957,357.7770912
32890,326.6201205,357.847072
32900,326.6598285,357.9136833
32910,326.6962468,357.9765634
32920,326.7289882,358.0352487
32930,326.7586527,358.0902903
32940,326.7860636,358.1423927
32950,326.8101212,358.1901817
32960,326.8293195,358.2319664
32970,326.8448856,358.2690715
32980,326.858346,358.3030528
32990,326.8694595,358.3334821
33000,326.8778344,358.3598226
33010,326.8839121,358.3825303
33020,326.8880972,358.4020449
33030,326.8918782,358.4199144
33040,326.8971396,358.4379919
33050,326.9030078,358.4551115
33060,326.9081891,358.4698201
33070,326.9140412,358.4836963
33080,326.922064,358.4984792
33090,326.9339594,358.5160917
33100,326.9517795,358.5387607
33110,326.9758412,358.5668126
33120,327.0063878,358.6005588
33130,327.044648,358.6414147
33140,327.0920702,358.6910036
33150,327.149286,358.7500604
33160,327.2169889,358.8194074
33170,327.2959769,358.8999682
33180,327.3872014,358.9928317
33190,327.4906689,359.0981437
33200,327.6062153,359.2159808
33210,327.7356518,359.3485929
33220,327.8812822,359.4986534
33230,328.0427769,359.6659362
33240,328.2196991,359.850169
33250,328.4125539,360.0521532
33260,328.6220371,360.2728637
33270,328.8480339,360.5123462
33280,329.090544,360.7707432
33290,329.3486033,361.0471754
33300,329.6211021,361.3406552
33310,329.9078822,361.6512069
33320,330.2089975,361.9790052
33330,330.5225761,362.3221339
33340,330.8464157,362.6784044
33350,331.1801099,363.0475846
33360,331.5234676,363.429564
33370,331.8744007,363.8221092
33380,332.230567,364.2227279
33390,332.5904488,364.629772
33400,332.9525205,365.0415007
33410,333.3141337,365.4549354
33420,333.6722494,365.8666904
33430,334.0256159,366.2751935
33440,334.3731563,366.6788752
33450,334.710716,367.0727746
33460,335.0332498,367.4511281
33470,335.340068,367.8129298
33480,335.6306214,368.1571595
33490,335.9023779,368.4805227
33500,336.1523241,368.7792384
33510,336.3790256,369.0512454
33520,336.5807468,369.294172
33530,336.7564469,369.5064302
33540,336.9047184,369.6861126
33550,337.0258285,369.8332143
33560,337.1198956,369.94763
33570,337.1879647,370.0302774
33580,337.2310755,370.0821321
33590,337.2501216,370.1042224
33600,337.245674,370.0974426
33610,337.2223133,370.06706
33620,337.1855783,370.0191846
33630,337.1356142,369.9540951
33640,337.0720611,369.8718217
33650,336.9993233,369.7777566
33660,336.9226712,369.67808
33670,336.8441505,369.5753361
33680,336.7661949,369.4724551
33690,336.6895215,369.370533
33700,336.6148483,369.2707467
33710,336.5439651,369.1754922
33720,336.4791131,369.0875494
33730,336.4209925,369.0078716
33740,336.3706854,368.9376956
33750,336.3264918,368.8751824
33760,336.2863595,368.8182162
33770,336.2499456,368.7666291
33780,336.2169346,368.720259
33790,336.1870946,368.6789549
33800,336.1604065,368.6426763
33810,336.1349592,368.6092453
33820,336.1085756,368.5762146
33830,336.0798511,368.5419681
33840,336.0472491,368.5047266
33850,336.0090805,368.4625294
33860,335.9633893,368.4131588
33870,335.9089552,368.3552393
33880,335.844355,368.2871952
33890,335.7690401,368.2083633
33900,335.6824976,368.1180582
33910,335.5831505,368.014435
33920,335.4690647,367.8953365
33930,335.3400645,367.7605235
33940,335.1960357,367.6097719
33950,335.035826,367.4417376
33960,334.8579607,367.25481
33970,334.6627573,367.0493493
33980,334.4506552,366.8257899
33990,334.2211438,366.5835125
34000,333.9735589,366.3217571
34010,333.7081585,366.0407432
34020,333.4253102,365.7407435
34030,333.1244184,365.4209532
34040,332.8046946,365.0803983
34050,332.4662186,364.7190536
34060,332.1090323,364.3368617
34070,331.7330713,363.9337228
34080,331.3380677,363.5093869
34090,330.9257274,363.0657154
34100,330.4981973,362.6048999
34110,330.0548861,362.1260856
34120,329.5948987,361.6281836
34130,329.1191199,361.1121182
34140,328.6284995,360.5788778
34150,328.1240907,360.0295253
34160,327.6070937,359.465258
34170,327.0777534,358.8862802
34180,326.5360934,358.2926771
34190,325.9840401,357.6866781
34200,325.4237904,357.0707798
34210,324.8567563,356.4466344
34220,324.2844907,355.8160485
34230,323.7087434,355.1810027
34240,323.1316143,354.5437793
34250,322.5534363,353.9047152
34260,321.9744396,353.2641115
34270,321.3957972,352.6233665
34280,320.8187956,351.984016
34290,320.2448544,351.3477472
34300,319.6756407,350.7164732
34310,319.1120545,350.0912198
34320,318.5551689,349.4731699
34330,318.0051498,348.8625378
34340,317.4620742,348.2595006
34350,316.927009,347.6653348
34360,316.4012396,347.0815066
34370,315.8852099,346.5085503
34380,315.379437,345.947055
34390,314.8845722,345.3976761
34400,314.4015192,344.8612448
34410,313.9292877,344.3365038
34420,313.4665683,343.8219466
34430,313.0138233,343.3180709
34440,312.5715699,342.8254234
34450,312.1404194,342.3446074
34460,311.7211434,341.8763423
34470,311.3135858,341.4203314
34480,310.9174862,340.9761859
34490,310.5335978,340.5445619
34500,310.1629148,340.1262887
34510,309.8044919,339.7200993
34520,309.4569583,339.3244202
34530,309.1216985,338.940765
34540,308.800333,338.5708625
34550,308.4936624,338.2155369
34560,308.2025611,337.8757006
34570,307.9280151,337.5523677
34580,307.6711683,337.2467194
34590,307.4322181,336.9589758
34600,307.2111574,336.6892819
34610,307.009904,336.4399848
34620,306.8306892,336.2137594
34630,306.6750194,336.0125001
34640,306.5446888,335.8383872
34650,306.4407884,335.6927793
34660,306.3647104,335.5773242
34670,306.3159933,335.4916996
34680,306.2939454,335.4354817
34690,306.2997496,335.4104184
34700,306.334884,335.4185495
34710,306.4001621,335.4611015
34720,306.4968237,335.5396524
34730,306.6233087,335.6527365
34740,306.7777733,335.7986824
34750,306.960273,335.9778822
34760,307.1712234,336.1909952
34770,307.408185,336.4355391
34780,307.6683326,336.7087153
34790,307.9505744,337.0096648
34800,308.2539056,337.3375502
34810,308.5763785,337.6904145
34820,308.9160156,338.0661984
34830,309.269742,338.4615826
34840,309.63414,338.8728826
34850,310.0064533,339.2971494
34860,310.3836775,339.7310975
34870,310.7636926,340.1722212
34880,311.1445585,340.61793
34890,311.5212518,341.0620947
34900,311.8879972,341.4977614
34910,312.2414605,341.9205019
34920,312.5779934,342.3253923
34930,312.8936145,342.7069597
34940,313.1837833,343.058983
34950,313.4454888,343.3767179
34960,313.6753661,343.6549194
34970,313.8677366,343.8855299
34980,314.0151849,344.0593109
34990,314.1115561,344.1702038
35000,314.146227,344.2092977
