Gas age [ka BP]	δ13C CO2 [‰ PDB]	δ13C CO2 std dev [±]
20.936	-6.459	0.038
20.937	-6.459	0.038
20.938	-6.459	0.038
20.939	-6.459	0.038
20.940	-6.459	0.038
20.941	-6.459	0.038
20.942	-6.459	0.038
20.943	-6.459	0.038
20.944	-6.459	0.038
20.945	-6.459	0.038
20.946	-6.459	0.038
20.947	-6.459	0.038
20.948	-6.459	0.038
20.949	-6.459	0.038
20.950	-6.459	0.038
20.951	-6.459	0.038
20.952	-6.459	0.038
20.953	-6.459	0.038
20.954	-6.459	0.038
20.955	-6.459	0.037
20.956	-6.459	0.037
20.957	-6.459	0.037
20.958	-6.459	0.037
20.959	-6.459	0.037
20.960	-6.459	0.037
20.961	-6.459	0.037
20.962	-6.459	0.037
20.963	-6.459	0.037
20.964	-6.459	0.037
20.965	-6.459	0.037
20.966	-6.459	0.037
20.967	-6.459	0.037
20.968	-6.459	0.037
20.969	-6.459	0.037
20.970	-6.459	0.037
20.971	-6.459	0.037
20.972	-6.459	0.037
20.973	-6.459	0.037
20.974	-6.459	0.037
20.975	-6.459	0.037
20.976	-6.459	0.037
20.977	-6.459	0.037
20.978	-6.459	0.037
20.979	-6.459	0.037
20.980	-6.459	0.037
20.981	-6.459	0.037
20.982	-6.459	0.037
20.983	-6.459	0.037
20.984	-6.459	0.037
20.985	-6.459	0.037
20.986	-6.459	0.037
20.987	-6.459	0.037
20.988	-6.459	0.037
20.989	-6.459	0.037
20.990	-6.459	0.037
20.991	-6.459	0.037
20.992	-6.459	0.037
20.993	-6.459	0.037
20.994	-6.459	0.037
20.995	-6.459	0.037
20.996	-6.459	0.037
20.997	-6.459	0.037
20.998	-6.459	0.037
20.999	-6.459	0.037
21.000	-6.459	0.037
21.001	-6.459	0.037
21.002	-6.459	0.037
21.003	-6.459	0.037
21.004	-6.459	0.037
21.005	-6.459	0.037
21.006	-6.459	0.037
21.007	-6.459	0.037
21.008	-6.459	0.037
21.009	-6.459	0.037
21.010	-6.459	0.037
21.011	-6.459	0.037
21.012	-6.459	0.037
21.013	-6.459	0.037
21.014	-6.459	0.037
21.015	-6.459	0.037
21.016	-6.459	0.037
21.017	-6.459	0.037
21.018	-6.459	0.037
21.019	-6.459	0.037
21.020	-6.459	0.037
21.021	-6.459	0.037
21.022	-6.459	0.037
21.023	-6.459	0.037
21.024	-6.459	0.037
21.025	-6.459	0.037
21.026	-6.459	0.037
21.027	-6.459	0.037
21.028	-6.459	0.037
21.029	-6.459	0.037
21.030	-6.459	0.037
21.031	-6.459	0.037
21.032	-6.459	0.037
21.033	-6.459	0.037
21.034	-6.459	0.037
21.035	-6.459	0.037
21.036	-6.459	0.037
21.037	-6.459	0.037
21.038	-6.459	0.037
21.039	-6.459	0.037
21.040	-6.459	0.037
21.041	-6.459	0.037
21.042	-6.459	0.037
21.043	-6.459	0.037
21.044	-6.459	0.037
21.045	-6.459	0.037
21.046	-6.459	0.037
21.047	-6.459	0.037
21.048	-6.459	0.037
21.049	-6.459	0.037
21.050	-6.459	0.037
21.051	-6.459	0.037
21.052	-6.459	0.037
21.053	-6.459	0.037
21.054	-6.459	0.037
21.055	-6.459	0.037
21.056	-6.459	0.037
21.057	-6.459	0.037
21.058	-6.459	0.037
21.059	-6.459	0.037
21.060	-6.459	0.037
21.061	-6.459	0.037
21.062	-6.459	0.037
21.063	-6.459	0.037
21.064	-6.459	0.037
21.065	-6.459	0.037
21.066	-6.459	0.037
21.067	-6.459	0.037
21.068	-6.459	0.037
21.069	-6.459	0.037
21.070	-6.459	0.037
21.071	-6.459	0.037
21.072	-6.459	0.037
21.073	-6.459	0.037
21.074	-6.459	0.037
21.075	-6.459	0.037
21.076	-6.459	0.037
21.077	-6.459	0.037
21.078	-6.459	0.037
21.079	-6.459	0.037
21.080	-6.459	0.036
21.081	-6.459	0.036
21.082	-6.459	0.036
21.083	-6.459	0.036
21.084	-6.459	0.036
21.085	-6.459	0.036
21.086	-6.459	0.036
21.087	-6.459	0.036
21.088	-6.459	0.036
21.089	-6.459	0.036
21.090	-6.459	0.036
21.091	-6.459	0.036
21.092	-6.459	0.036
21.093	-6.459	0.036
21.094	-6.459	0.036
21.095	-6.459	0.036
21.096	-6.459	0.036
21.097	-6.459	0.036
21.098	-6.459	0.036
21.099	-6.459	0.036
21.100	-6.459	0.036
21.101	-6.459	0.036
21.102	-6.459	0.036
21.103	-6.459	0.036
21.104	-6.459	0.036
21.105	-6.459	0.036
21.106	-6.459	0.036
21.107	-6.459	0.036
21.108	-6.459	0.036
21.109	-6.459	0.036
21.110	-6.459	0.036
21.111	-6.459	0.036
21.112	-6.459	0.036
21.113	-6.459	0.036
21.114	-6.459	0.036
21.115	-6.459	0.036
21.116	-6.459	0.036
21.117	-6.459	0.036
21.118	-6.459	0.036
21.119	-6.459	0.036
21.120	-6.459	0.036
21.121	-6.459	0.036
21.122	-6.459	0.036
21.123	-6.459	0.036
21.124	-6.459	0.036
21.125	-6.459	0.036
21.126	-6.459	0.036
21.127	-6.459	0.036
21.128	-6.459	0.036
21.129	-6.459	0.036
21.130	-6.459	0.036
21.131	-6.459	0.036
21.132	-6.459	0.036
21.133	-6.459	0.036
21.134	-6.459	0.036
21.135	-6.459	0.036
21.136	-6.459	0.036
21.137	-6.459	0.036
21.138	-6.459	0.036
21.139	-6.459	0.036
21.140	-6.459	0.036
21.141	-6.459	0.036
21.142	-6.459	0.036
21.143	-6.459	0.036
21.144	-6.459	0.036
21.145	-6.459	0.036
21.146	-6.459	0.036
21.147	-6.459	0.036
21.148	-6.459	0.036
21.149	-6.459	0.036
21.150	-6.459	0.036
21.151	-6.459	0.036
21.152	-6.459	0.036
21.153	-6.459	0.036
21.154	-6.459	0.036
21.155	-6.459	0.036
21.156	-6.459	0.036
21.157	-6.459	0.036
21.158	-6.459	0.036
21.159	-6.459	0.036
21.160	-6.459	0.036
21.161	-6.459	0.036
21.162	-6.459	0.036
21.163	-6.459	0.036
21.164	-6.459	0.036
21.165	-6.459	0.036
21.166	-6.459	0.036
21.167	-6.459	0.036
21.168	-6.459	0.036
21.169	-6.459	0.036
21.170	-6.459	0.036
21.171	-6.459	0.036
21.172	-6.459	0.036
21.173	-6.459	0.036
21.174	-6.459	0.036
21.175	-6.459	0.036
21.176	-6.459	0.036
21.177	-6.459	0.036
21.178	-6.459	0.036
21.179	-6.459	0.036
21.180	-6.459	0.036
21.181	-6.459	0.036
21.182	-6.459	0.036
21.183	-6.459	0.036
21.184	-6.459	0.036
21.185	-6.459	0.036
21.186	-6.459	0.036
21.187	-6.459	0.036
21.188	-6.459	0.036
21.189	-6.459	0.036
21.190	-6.459	0.036
21.191	-6.459	0.036
21.192	-6.459	0.036
21.193	-6.459	0.036
21.194	-6.459	0.036
21.195	-6.459	0.036
21.196	-6.459	0.036
21.197	-6.459	0.036
21.198	-6.459	0.036
21.199	-6.459	0.036
21.200	-6.459	0.036
21.201	-6.459	0.036
21.202	-6.459	0.036
21.203	-6.459	0.036
21.204	-6.459	0.036
21.205	-6.459	0.036
21.206	-6.459	0.036
21.207	-6.459	0.036
21.208	-6.459	0.036
21.209	-6.459	0.036
21.210	-6.459	0.036
21.211	-6.459	0.036
21.212	-6.459	0.036
21.213	-6.459	0.036
21.214	-6.459	0.036
21.215	-6.459	0.036
21.216	-6.459	0.036
21.217	-6.459	0.036
21.218	-6.459	0.036
21.219	-6.459	0.036
21.220	-6.459	0.036
21.221	-6.459	0.036
21.222	-6.459	0.036
21.223	-6.459	0.036
21.224	-6.459	0.036
21.225	-6.459	0.036
21.226	-6.459	0.036
21.227	-6.459	0.036
21.228	-6.459	0.036
21.229	-6.459	0.036
21.230	-6.459	0.036
21.231	-6.459	0.036
21.232	-6.459	0.036
21.233	-6.459	0.035
21.234	-6.459	0.035
21.235	-6.459	0.035
21.236	-6.459	0.035
21.237	-6.459	0.035
21.238	-6.459	0.035
21.239	-6.459	0.035
21.240	-6.459	0.035
21.241	-6.459	0.035
21.242	-6.459	0.035
21.243	-6.459	0.035
21.244	-6.459	0.035
21.245	-6.459	0.035
21.246	-6.459	0.035
21.247	-6.459	0.035
21.248	-6.459	0.035
21.249	-6.459	0.035
21.250	-6.459	0.035
21.251	-6.459	0.035
21.252	-6.459	0.035
21.253	-6.459	0.035
21.254	-6.459	0.035
21.255	-6.459	0.035
21.256	-6.459	0.035
21.257	-6.459	0.035
21.258	-6.459	0.035
21.259	-6.459	0.035
21.260	-6.459	0.035
21.261	-6.459	0.035
21.262	-6.459	0.035
21.263	-6.459	0.035
21.264	-6.459	0.035
21.265	-6.459	0.035
21.266	-6.459	0.035
21.267	-6.459	0.035
21.268	-6.459	0.035
21.269	-6.459	0.035
21.270	-6.459	0.035
21.271	-6.459	0.035
21.272	-6.459	0.035
21.273	-6.459	0.035
21.274	-6.459	0.035
21.275	-6.459	0.035
21.276	-6.459	0.035
21.277	-6.459	0.035
21.278	-6.459	0.035
21.279	-6.459	0.035
21.280	-6.459	0.035
21.281	-6.459	0.035
21.282	-6.459	0.035
21.283	-6.459	0.035
21.284	-6.459	0.035
21.285	-6.459	0.035
21.286	-6.459	0.035
21.287	-6.459	0.035
21.288	-6.459	0.035
21.289	-6.459	0.035
21.290	-6.459	0.035
21.291	-6.459	0.035
21.292	-6.459	0.035
21.293	-6.459	0.035
21.294	-6.459	0.035
21.295	-6.459	0.035
21.296	-6.459	0.035
21.297	-6.459	0.035
21.298	-6.459	0.035
21.299	-6.459	0.035
21.300	-6.459	0.035
21.301	-6.459	0.035
21.302	-6.459	0.035
21.303	-6.459	0.035
21.304	-6.459	0.035
21.305	-6.459	0.035
21.306	-6.459	0.035
21.307	-6.459	0.035
21.308	-6.459	0.035
21.309	-6.459	0.035
21.310	-6.459	0.035
21.311	-6.459	0.035
21.312	-6.459	0.035
21.313	-6.459	0.035
21.314	-6.459	0.035
21.315	-6.459	0.035
21.316	-6.459	0.035
21.317	-6.459	0.035
21.318	-6.459	0.035
21.319	-6.459	0.035
21.320	-6.459	0.035
21.321	-6.459	0.035
21.322	-6.459	0.035
21.323	-6.459	0.035
21.324	-6.459	0.035
21.325	-6.459	0.035
21.326	-6.459	0.035
21.327	-6.459	0.035
21.328	-6.459	0.035
21.329	-6.459	0.035
21.330	-6.459	0.035
21.331	-6.459	0.035
21.332	-6.459	0.035
21.333	-6.459	0.035
21.334	-6.459	0.035
21.335	-6.459	0.035
21.336	-6.459	0.035
21.337	-6.459	0.035
21.338	-6.458	0.035
21.339	-6.458	0.035
21.340	-6.458	0.035
21.341	-6.458	0.035
21.342	-6.458	0.035
21.343	-6.458	0.035
21.344	-6.458	0.035
21.345	-6.458	0.035
21.346	-6.458	0.035
21.347	-6.458	0.035
21.348	-6.458	0.035
21.349	-6.458	0.035
21.350	-6.458	0.035
21.351	-6.458	0.035
21.352	-6.458	0.035
21.353	-6.458	0.035
21.354	-6.458	0.035
21.355	-6.458	0.035
21.356	-6.458	0.035
21.357	-6.458	0.035
21.358	-6.458	0.035
21.359	-6.458	0.035
21.360	-6.458	0.035
21.361	-6.458	0.035
21.362	-6.458	0.035
21.363	-6.458	0.035
21.364	-6.458	0.035
21.365	-6.458	0.035
21.366	-6.458	0.035
21.367	-6.458	0.035
21.368	-6.458	0.035
21.369	-6.458	0.035
21.370	-6.458	0.035
21.371	-6.458	0.035
21.372	-6.458	0.035
21.373	-6.458	0.035
21.374	-6.458	0.035
21.375	-6.458	0.035
21.376	-6.458	0.035
21.377	-6.458	0.035
21.378	-6.458	0.035
21.379	-6.458	0.035
21.380	-6.458	0.035
21.381	-6.458	0.035
21.382	-6.458	0.035
21.383	-6.458	0.035
21.384	-6.458	0.035
21.385	-6.458	0.035
21.386	-6.458	0.035
21.387	-6.458	0.035
21.388	-6.458	0.035
21.389	-6.458	0.035
21.390	-6.458	0.035
21.391	-6.458	0.035
21.392	-6.458	0.035
21.393	-6.458	0.035
21.394	-6.458	0.035
21.395	-6.458	0.035
21.396	-6.458	0.035
21.397	-6.458	0.035
21.398	-6.458	0.035
21.399	-6.458	0.035
21.400	-6.458	0.035
21.401	-6.458	0.035
21.402	-6.458	0.035
21.403	-6.458	0.035
21.404	-6.458	0.035
21.405	-6.458	0.035
21.406	-6.458	0.035
21.407	-6.458	0.035
21.408	-6.458	0.035
21.409	-6.458	0.035
21.410	-6.458	0.035
21.411	-6.458	0.035
21.412	-6.458	0.035
21.413	-6.458	0.035
21.414	-6.458	0.035
21.415	-6.458	0.035
21.416	-6.458	0.035
21.417	-6.458	0.035
21.418	-6.458	0.035
21.419	-6.458	0.035
21.420	-6.458	0.035
21.421	-6.458	0.035
21.422	-6.458	0.035
21.423	-6.458	0.035
21.424	-6.458	0.035
21.425	-6.458	0.035
21.426	-6.458	0.035
21.427	-6.458	0.035
21.428	-6.458	0.035
21.429	-6.458	0.035
21.430	-6.458	0.035
21.431	-6.458	0.035
21.432	-6.458	0.035
21.433	-6.458	0.035
21.434	-6.458	0.035
21.435	-6.458	0.035
21.436	-6.458	0.035
21.437	-6.458	0.035
21.438	-6.458	0.035
21.439	-6.458	0.035
21.440	-6.458	0.035
21.441	-6.458	0.035
21.442	-6.458	0.035
21.443	-6.458	0.035
21.444	-6.458	0.035
21.445	-6.458	0.035
21.446	-6.458	0.035
21.447	-6.458	0.035
21.448	-6.458	0.035
21.449	-6.458	0.035
21.450	-6.458	0.035
21.451	-6.458	0.035
21.452	-6.458	0.035
21.453	-6.458	0.035
21.454	-6.458	0.035
21.455	-6.458	0.035
21.456	-6.458	0.035
21.457	-6.458	0.035
21.458	-6.458	0.035
21.459	-6.458	0.035
21.460	-6.458	0.035
21.461	-6.458	0.035
21.462	-6.458	0.035
21.463	-6.458	0.035
21.464	-6.458	0.035
21.465	-6.458	0.035
21.466	-6.458	0.035
21.467	-6.458	0.035
21.468	-6.458	0.035
21.469	-6.458	0.035
21.470	-6.458	0.035
21.471	-6.458	0.035
21.472	-6.458	0.035
21.473	-6.458	0.035
21.474	-6.458	0.035
21.475	-6.458	0.035
21.476	-6.458	0.035
21.477	-6.458	0.035
21.478	-6.458	0.035
21.479	-6.458	0.035
21.480	-6.458	0.035
21.481	-6.458	0.035
21.482	-6.458	0.035
21.483	-6.458	0.035
21.484	-6.458	0.035
21.485	-6.458	0.035
21.486	-6.458	0.035
21.487	-6.458	0.035
21.488	-6.458	0.035
21.489	-6.458	0.035
21.490	-6.458	0.035
21.491	-6.458	0.035
21.492	-6.458	0.035
21.493	-6.458	0.035
21.494	-6.458	0.035
21.495	-6.458	0.035
21.496	-6.458	0.035
21.497	-6.458	0.035
21.498	-6.458	0.035
21.499	-6.458	0.035
21.500	-6.458	0.035
21.501	-6.458	0.035
21.502	-6.458	0.035
21.503	-6.458	0.035
21.504	-6.458	0.035
21.505	-6.458	0.035
21.506	-6.458	0.035
21.507	-6.458	0.035
21.508	-6.458	0.035
21.509	-6.458	0.035
21.510	-6.458	0.035
21.511	-6.458	0.035
21.512	-6.458	0.035
21.513	-6.458	0.035
21.514	-6.458	0.035
21.515	-6.458	0.035
21.516	-6.458	0.035
21.517	-6.458	0.035
21.518	-6.458	0.035
21.519	-6.458	0.035
21.520	-6.458	0.035
21.521	-6.458	0.035
21.522	-6.458	0.035
21.523	-6.458	0.035
21.524	-6.458	0.035
21.525	-6.458	0.035
21.526	-6.458	0.035
21.527	-6.458	0.035
21.528	-6.458	0.035
21.529	-6.458	0.035
21.530	-6.458	0.035
21.531	-6.458	0.035
21.532	-6.458	0.035
21.533	-6.458	0.035
21.534	-6.458	0.035
21.535	-6.458	0.035
21.536	-6.458	0.035
21.537	-6.458	0.035
21.538	-6.458	0.035
21.539	-6.458	0.035
21.540	-6.458	0.035
21.541	-6.458	0.035
21.542	-6.458	0.035
21.543	-6.458	0.035
21.544	-6.458	0.035
21.545	-6.458	0.035
21.546	-6.458	0.035
21.547	-6.458	0.035
21.548	-6.458	0.035
21.549	-6.458	0.035
21.550	-6.458	0.035
21.551	-6.458	0.035
21.552	-6.458	0.035
21.553	-6.458	0.035
21.554	-6.458	0.035
21.555	-6.458	0.035
21.556	-6.458	0.035
21.557	-6.458	0.035
21.558	-6.458	0.035
21.559	-6.458	0.035
21.560	-6.458	0.035
21.561	-6.458	0.035
21.562	-6.458	0.035
21.563	-6.458	0.035
21.564	-6.458	0.036
21.565	-6.458	0.036
21.566	-6.458	0.036
21.567	-6.458	0.036
21.568	-6.458	0.036
21.569	-6.458	0.036
21.570	-6.458	0.036
21.571	-6.458	0.036
21.572	-6.458	0.036
21.573	-6.458	0.036
21.574	-6.458	0.036
21.575	-6.458	0.036
21.576	-6.458	0.036
21.577	-6.458	0.036
21.578	-6.458	0.036
21.579	-6.458	0.036
21.580	-6.458	0.036
21.581	-6.458	0.036
21.582	-6.458	0.036
21.583	-6.458	0.036
21.584	-6.458	0.036
21.585	-6.458	0.036
21.586	-6.458	0.036
21.587	-6.458	0.036
21.588	-6.458	0.036
21.589	-6.458	0.036
21.590	-6.458	0.036
21.591	-6.458	0.036
21.592	-6.458	0.036
21.593	-6.458	0.036
21.594	-6.458	0.036
21.595	-6.458	0.036
21.596	-6.458	0.036
21.597	-6.458	0.036
21.598	-6.458	0.036
21.599	-6.458	0.036
21.600	-6.458	0.036
21.601	-6.458	0.036
21.602	-6.458	0.036
21.603	-6.458	0.036
21.604	-6.458	0.036
21.605	-6.458	0.036
21.606	-6.458	0.036
21.607	-6.458	0.036
21.608	-6.458	0.036
21.609	-6.458	0.036
21.610	-6.458	0.036
21.611	-6.458	0.036
21.612	-6.458	0.036
21.613	-6.458	0.036
21.614	-6.458	0.036
21.615	-6.458	0.036
21.616	-6.458	0.036
21.617	-6.458	0.036
21.618	-6.458	0.036
21.619	-6.458	0.036
21.620	-6.458	0.036
21.621	-6.458	0.036
21.622	-6.458	0.036
21.623	-6.458	0.036
21.624	-6.458	0.036
21.625	-6.458	0.036
21.626	-6.458	0.036
21.627	-6.458	0.036
21.628	-6.458	0.036
21.629	-6.458	0.036
21.630	-6.458	0.036
21.631	-6.458	0.036
21.632	-6.458	0.036
21.633	-6.458	0.036
21.634	-6.458	0.036
21.635	-6.458	0.036
21.636	-6.458	0.036
21.637	-6.458	0.036
21.638	-6.458	0.036
21.639	-6.458	0.036
21.640	-6.458	0.036
21.641	-6.458	0.036
21.642	-6.458	0.036
21.643	-6.458	0.036
21.644	-6.458	0.036
21.645	-6.458	0.036
21.646	-6.458	0.036
21.647	-6.458	0.036
21.648	-6.458	0.036
21.649	-6.458	0.036
21.650	-6.458	0.036
21.651	-6.458	0.036
21.652	-6.458	0.036
21.653	-6.458	0.036
21.654	-6.458	0.036
21.655	-6.458	0.036
21.656	-6.458	0.036
21.657	-6.458	0.036
21.658	-6.458	0.036
21.659	-6.458	0.036
21.660	-6.458	0.036
21.661	-6.458	0.036
21.662	-6.458	0.036
21.663	-6.458	0.036
21.664	-6.458	0.036
21.665	-6.458	0.036
21.666	-6.458	0.036
21.667	-6.458	0.036
21.668	-6.458	0.036
21.669	-6.458	0.036
21.670	-6.458	0.036
21.671	-6.458	0.036
21.672	-6.458	0.036
21.673	-6.458	0.036
21.674	-6.458	0.036
21.675	-6.458	0.036
21.676	-6.458	0.036
21.677	-6.458	0.036
21.678	-6.458	0.036
21.679	-6.458	0.036
21.680	-6.458	0.036
21.681	-6.458	0.036
21.682	-6.458	0.036
21.683	-6.458	0.036
21.684	-6.458	0.036
21.685	-6.458	0.037
21.686	-6.458	0.037
21.687	-6.458	0.037
21.688	-6.458	0.037
21.689	-6.458	0.037
21.690	-6.458	0.037
21.691	-6.458	0.037
21.692	-6.458	0.037
21.693	-6.458	0.037
21.694	-6.458	0.037
21.695	-6.458	0.037
21.696	-6.458	0.037
21.697	-6.458	0.037
21.698	-6.458	0.037
21.699	-6.458	0.037
21.700	-6.458	0.037
21.701	-6.458	0.037
21.702	-6.458	0.037
21.703	-6.458	0.037
21.704	-6.458	0.037
21.705	-6.458	0.037
21.706	-6.458	0.037
21.707	-6.458	0.037
21.708	-6.458	0.037
21.709	-6.458	0.037
21.710	-6.458	0.037
21.711	-6.458	0.037
21.712	-6.458	0.037
21.713	-6.458	0.037
21.714	-6.458	0.037
21.715	-6.458	0.037
21.716	-6.458	0.037
21.717	-6.458	0.037
21.718	-6.458	0.037
21.719	-6.458	0.037
21.720	-6.458	0.037
21.721	-6.458	0.037
21.722	-6.458	0.037
21.723	-6.458	0.037
21.724	-6.458	0.037
21.725	-6.458	0.037
21.726	-6.458	0.037
21.727	-6.458	0.037
21.728	-6.458	0.037
21.729	-6.458	0.037
21.730	-6.458	0.037
21.731	-6.458	0.037
21.732	-6.458	0.037
21.733	-6.458	0.037
21.734	-6.458	0.037
21.735	-6.458	0.037
21.736	-6.458	0.037
21.737	-6.458	0.037
21.738	-6.458	0.037
21.739	-6.458	0.037
21.740	-6.458	0.037
21.741	-6.458	0.037
21.742	-6.458	0.037
21.743	-6.458	0.037
21.744	-6.458	0.037
21.745	-6.458	0.037
21.746	-6.458	0.037
21.747	-6.458	0.037
21.748	-6.458	0.037
21.749	-6.458	0.037
21.750	-6.458	0.037
21.751	-6.458	0.037
21.752	-6.458	0.037
21.753	-6.458	0.037
21.754	-6.458	0.037
21.755	-6.458	0.037
21.756	-6.458	0.037
21.757	-6.458	0.037
21.758	-6.458	0.037
21.759	-6.458	0.037
21.760	-6.458	0.037
21.761	-6.458	0.037
21.762	-6.458	0.037
21.763	-6.458	0.037
21.764	-6.458	0.037
21.765	-6.458	0.037
21.766	-6.458	0.037
21.767	-6.458	0.037
21.768	-6.458	0.037
21.769	-6.458	0.037
21.770	-6.458	0.038
21.771	-6.458	0.038
21.772	-6.458	0.038
21.773	-6.458	0.038
21.774	-6.458	0.038
21.775	-6.458	0.038
21.776	-6.458	0.038
21.777	-6.458	0.038
21.778	-6.458	0.038
21.779	-6.458	0.038
21.780	-6.458	0.038
21.781	-6.458	0.038
21.782	-6.458	0.038
21.783	-6.458	0.038
21.784	-6.458	0.038
21.785	-6.458	0.038
21.786	-6.458	0.038
21.787	-6.458	0.038
21.788	-6.458	0.038
21.789	-6.458	0.038
21.790	-6.458	0.038
21.791	-6.458	0.038
21.792	-6.458	0.038
21.793	-6.458	0.038
21.794	-6.458	0.038
21.795	-6.458	0.038
21.796	-6.458	0.038
21.797	-6.458	0.038
21.798	-6.458	0.038
21.799	-6.458	0.038
21.800	-6.458	0.038
21.801	-6.458	0.038
21.802	-6.458	0.038
21.803	-6.458	0.038
21.804	-6.458	0.038
21.805	-6.458	0.038
21.806	-6.458	0.038
21.807	-6.458	0.038
21.808	-6.458	0.038
21.809	-6.458	0.038
21.810	-6.458	0.038
21.811	-6.458	0.038
21.812	-6.458	0.038
21.813	-6.457	0.038
21.814	-6.457	0.038
21.815	-6.457	0.038
21.816	-6.457	0.038
21.817	-6.457	0.038
21.818	-6.457	0.038
21.819	-6.457	0.038
21.820	-6.457	0.038
21.821	-6.457	0.038
21.822	-6.457	0.038
21.823	-6.457	0.038
21.824	-6.457	0.038
21.825	-6.457	0.038
21.826	-6.457	0.038
21.827	-6.457	0.038
21.828	-6.457	0.038
21.829	-6.457	0.038
21.830	-6.457	0.038
21.831	-6.457	0.038
21.832	-6.457	0.038
21.833	-6.457	0.038
21.834	-6.457	0.038
21.835	-6.457	0.038
21.836	-6.457	0.038
21.837	-6.457	0.038
21.838	-6.457	0.038
21.839	-6.457	0.038
21.840	-6.457	0.038
21.841	-6.457	0.038
21.842	-6.457	0.039
21.843	-6.457	0.039
21.844	-6.457	0.039
21.845	-6.457	0.039
21.846	-6.457	0.039
21.847	-6.457	0.039
21.848	-6.457	0.039
21.849	-6.457	0.039
21.850	-6.457	0.039
21.851	-6.457	0.039
21.852	-6.457	0.039
21.853	-6.457	0.039
21.854	-6.457	0.039
21.855	-6.457	0.039
21.856	-6.457	0.039
21.857	-6.457	0.039
21.858	-6.457	0.039
21.859	-6.457	0.039
21.860	-6.457	0.039
21.861	-6.457	0.039
21.862	-6.457	0.039
21.863	-6.457	0.039
21.864	-6.457	0.039
21.865	-6.457	0.039
21.866	-6.457	0.039
21.867	-6.457	0.039
21.868	-6.457	0.039
21.869	-6.457	0.039
21.870	-6.457	0.039
21.871	-6.457	0.039
21.872	-6.457	0.039
21.873	-6.457	0.039
21.874	-6.457	0.039
21.875	-6.457	0.039
21.876	-6.457	0.039
21.877	-6.457	0.039
21.878	-6.457	0.039
21.879	-6.457	0.039
21.880	-6.457	0.039
21.881	-6.457	0.039
21.882	-6.457	0.039
21.883	-6.457	0.039
21.884	-6.457	0.039
21.885	-6.457	0.039
21.886	-6.457	0.039
21.887	-6.457	0.039
21.888	-6.457	0.039
21.889	-6.457	0.039
21.890	-6.457	0.039
21.891	-6.457	0.039
21.892	-6.457	0.039
21.893	-6.457	0.039
21.894	-6.457	0.039
21.895	-6.457	0.039
21.896	-6.457	0.039
21.897	-6.457	0.039
21.898	-6.457	0.039
21.899	-6.457	0.039
21.900	-6.457	0.039
21.901	-6.457	0.039
21.902	-6.457	0.039
21.903	-6.457	0.039
21.904	-6.457	0.039
21.905	-6.457	0.040
21.906	-6.457	0.040
21.907	-6.457	0.040
21.908	-6.457	0.040
21.909	-6.457	0.040
21.910	-6.457	0.040
21.911	-6.457	0.040
21.912	-6.457	0.040
21.913	-6.457	0.040
21.914	-6.457	0.040
21.915	-6.457	0.040
21.916	-6.457	0.040
21.917	-6.457	0.040
21.918	-6.457	0.040
21.919	-6.457	0.040
21.920	-6.457	0.040
21.921	-6.457	0.040
21.922	-6.457	0.040
21.923	-6.457	0.040
21.924	-6.457	0.040
21.925	-6.457	0.040
21.926	-6.457	0.040
21.927	-6.457	0.040
21.928	-6.457	0.040
21.929	-6.457	0.040
21.930	-6.457	0.040
21.931	-6.457	0.040
21.932	-6.457	0.040
21.933	-6.457	0.040
21.934	-6.457	0.040
21.935	-6.457	0.040
21.936	-6.457	0.040
21.937	-6.457	0.040
21.938	-6.457	0.040
21.939	-6.457	0.040
21.940	-6.457	0.040
21.941	-6.457	0.040
21.942	-6.457	0.040
21.943	-6.457	0.040
21.944	-6.457	0.040
21.945	-6.457	0.040
21.946	-6.457	0.040
21.947	-6.457	0.040
21.948	-6.457	0.040
21.949	-6.457	0.040
21.950	-6.457	0.040
21.951	-6.457	0.040
21.952	-6.457	0.040
21.953	-6.457	0.040
21.954	-6.457	0.040
21.955	-6.457	0.040
21.956	-6.457	0.040
21.957	-6.457	0.040
21.958	-6.457	0.040
21.959	-6.457	0.040
21.960	-6.457	0.040
21.961	-6.457	0.040
21.962	-6.457	0.040
21.963	-6.457	0.040
21.964	-6.457	0.041
21.965	-6.457	0.041
21.966	-6.457	0.041
21.967	-6.457	0.041
21.968	-6.457	0.041
21.969	-6.457	0.041
21.970	-6.457	0.041
21.971	-6.457	0.041
21.972	-6.457	0.041
21.973	-6.457	0.041
21.974	-6.457	0.041
21.975	-6.457	0.041
21.976	-6.457	0.041
21.977	-6.457	0.041
21.978	-6.457	0.041
21.979	-6.457	0.041
21.980	-6.457	0.041
21.981	-6.457	0.041
21.982	-6.457	0.041
21.983	-6.457	0.041
21.984	-6.457	0.041
21.985	-6.457	0.041
21.986	-6.457	0.041
21.987	-6.457	0.041
21.988	-6.457	0.041
21.989	-6.457	0.041
21.990	-6.457	0.041
21.991	-6.457	0.041
21.992	-6.457	0.041
21.993	-6.457	0.041
21.994	-6.457	0.041
21.995	-6.457	0.041
21.996	-6.457	0.041
21.997	-6.457	0.041
21.998	-6.457	0.041
21.999	-6.457	0.041
22.000	-6.457	0.041
22.001	-6.457	0.041
22.002	-6.457	0.041
22.003	-6.457	0.041
22.004	-6.457	0.041
22.005	-6.457	0.041
22.006	-6.457	0.041
22.007	-6.457	0.041
22.008	-6.457	0.041
